customer_id,segment,region,acquisition_channel,first_transaction_date,last_transaction_date,transaction_span_days,total_revenue,total_cost,contribution_margin,contribution_margin_pct,transaction_count,avg_revenue_per_transaction,revenue_per_transaction_span_day
C0001218,SMB,EMEA,paid_search,2025-02-19,2025-07-25,157,1363.42,1026.67,336.75,0.246989,7,194.77,8.68
C0001219,Enterprise,EMEA,paid_search,2025-06-13,2025-08-21,70,14438.52,10793.53,3644.99,0.252449,11,1312.59,206.26
C0001228,SMB,North America,paid_search,2024-12-01,2024-12-03,3,930.06,625.98,304.08,0.326947,5,186.01,310.02
C0001229,Mid-Market,EMEA,paid_search,2025-11-22,2025-11-26,5,6470.59,5137.52,1333.07,0.20602,3,2156.86,1294.12
C0001236,Startup,North America,paid_search,2023-07-10,2025-03-13,613,3043.5,2119.75,923.75,0.303516,19,160.18,4.96
C0001238,Startup,APAC,paid_search,2024-09-29,2025-12-24,452,1247.36,944.12,303.24,0.243105,12,103.95,2.76
C0001242,Mid-Market,North America,paid_search,2024-06-02,2024-07-02,31,799.07,479.79,319.28,0.399564,2,399.54,25.78
C0001243,SMB,North America,paid_search,2024-07-14,2025-08-01,384,2115.72,1499.4,616.32,0.291305,9,235.08,5.51
C0001247,Startup,LATAM,paid_search,2025-03-22,2025-10-17,210,1409.4,1189.41,219.99,0.156088,7,201.34,6.71
C0001249,SMB,APAC,paid_search,2025-11-08,2025-11-15,8,1133.53,739.95,393.58,0.347216,4,283.38,141.69
C0001263,SMB,North America,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0001264,Startup,LATAM,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0001270,Startup,APAC,paid_search,2025-02-17,2025-10-14,240,322.17,232.59,89.58,0.278052,7,46.02,1.34
C0001275,Startup,LATAM,paid_search,2023-08-30,2023-08-30,1,36.3,25.37,10.93,0.301102,1,36.3,36.3
C0001276,Startup,EMEA,paid_search,2024-06-25,2025-07-16,387,1050.52,879.49,171.03,0.162805,6,175.09,2.71
C0001279,SMB,APAC,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0001285,Startup,North America,paid_search,2025-12-27,2025-12-27,1,805.22,644.41,160.81,0.199709,1,805.22,805.22
C0001286,Mid-Market,EMEA,paid_search,2025-11-21,2025-12-16,26,1374.49,899.05,475.44,0.345903,5,274.9,52.86
C0001290,Startup,APAC,paid_search,2025-02-21,2025-05-11,80,2575.48,2147.02,428.46,0.166361,3,858.49,32.19
C0001295,Startup,EMEA,paid_search,2024-09-13,2025-11-06,420,1811.15,1486.05,325.1,0.179499,5,362.23,4.31
C0001301,SMB,EMEA,paid_search,2024-02-08,2024-02-08,1,176.14,108.7,67.44,0.382877,1,176.14,176.14
C0001308,Startup,EMEA,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0001310,SMB,APAC,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0001311,Startup,North America,paid_search,2024-09-22,2025-08-28,341,1088.95,695.14,393.81,0.361642,9,120.99,3.19
C0001323,SMB,North America,paid_search,2023-02-11,2023-03-29,47,1926.12,1533.63,392.49,0.203772,7,275.16,40.98
C0001325,Enterprise,EMEA,paid_search,2024-06-18,2024-07-12,25,14587.7,11598.95,2988.75,0.204882,10,1458.77,583.51
C0001326,Startup,North America,paid_search,2025-11-18,2025-11-18,1,133.46,101.37,32.09,0.240447,1,133.46,133.46
C0001327,Mid-Market,APAC,paid_search,2024-09-02,2025-03-29,209,6901.04,5086.9,1814.14,0.262879,12,575.09,33.02
C0001328,Startup,APAC,paid_search,2025-03-31,2025-12-16,261,978.15,769.18,208.97,0.213638,4,244.54,3.75
C0001334,SMB,APAC,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0001335,Mid-Market,LATAM,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0001343,SMB,EMEA,paid_search,2024-12-10,2024-12-11,2,303.24,204.2,99.04,0.326606,2,151.62,151.62
C0001363,SMB,North America,paid_search,2025-04-20,2025-04-20,1,86.06,59.91,26.15,0.303858,1,86.06,86.06
C0001365,Startup,APAC,paid_search,2025-03-31,2025-08-03,126,601.72,378.93,222.79,0.370255,6,100.29,4.78
C0001366,Mid-Market,EMEA,paid_search,2025-02-04,2025-03-06,31,2355.29,1933.25,422.04,0.179188,3,785.1,75.98
C0001371,SMB,LATAM,paid_search,2023-07-06,2025-07-04,730,10237.85,7258.95,2978.9,0.290969,25,409.51,14.02
C0001372,Enterprise,LATAM,paid_search,2025-11-28,2025-11-28,1,2010.84,1570.09,440.75,0.219187,1,2010.84,2010.84
C0001373,Mid-Market,EMEA,paid_search,2024-10-17,2024-10-17,1,306.95,161.57,145.38,0.473628,1,306.95,306.95
C0001374,SMB,EMEA,paid_search,2025-12-24,2025-12-24,1,92.52,50.66,41.86,0.452443,1,92.52,92.52
C0001378,Enterprise,North America,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0001380,Mid-Market,EMEA,paid_search,2024-10-23,2025-01-05,75,5524.84,4241.93,1282.91,0.232208,7,789.26,73.66
C0001383,SMB,EMEA,paid_search,2025-02-23,2025-04-21,58,510.96,305.36,205.6,0.40238,2,255.48,8.81
C0001389,Startup,LATAM,paid_search,2025-10-31,2025-12-23,54,845.13,575.93,269.2,0.318531,3,281.71,15.65
C0001390,Startup,North America,paid_search,2023-03-31,2023-07-13,105,252.46,180.89,71.57,0.28349,4,63.12,2.4
C0001397,SMB,North America,paid_search,2025-01-29,2025-12-14,320,2078.12,1405.36,672.76,0.323735,8,259.76,6.49
C0001402,Mid-Market,North America,paid_search,2023-06-03,2024-01-02,214,2005.25,1209.22,796.03,0.396973,8,250.66,9.37
C0001405,SMB,LATAM,paid_search,2023-12-21,2024-01-10,21,820.21,479.13,341.08,0.415845,5,164.04,39.06
C0001406,Mid-Market,North America,paid_search,2024-05-17,2025-03-27,315,11745.77,7661.06,4084.71,0.34776,16,734.11,37.29
C0001412,Startup,EMEA,paid_search,2025-12-30,2025-12-30,1,7.65,3.81,3.84,0.501961,1,7.65,7.65
C0001413,SMB,North America,paid_search,2025-09-23,2025-12-04,73,727.74,455.08,272.66,0.374667,4,181.94,9.97
C0001418,Startup,North America,paid_search,2025-01-29,2025-06-01,124,421.89,296.44,125.45,0.297352,5,84.38,3.4
C0001419,Startup,EMEA,paid_search,2025-11-30,2025-11-30,1,205.09,185.37,19.72,0.096153,1,205.09,205.09
C0001421,Mid-Market,APAC,paid_search,2025-05-29,2025-10-16,141,6879.51,5853.45,1026.06,0.149147,7,982.79,48.79
C0001422,Mid-Market,North America,paid_search,2024-12-12,2025-10-28,321,18749.96,13878.17,4871.79,0.259829,19,986.84,58.41
C0001427,Mid-Market,EMEA,paid_search,2023-06-30,2024-02-22,238,9269.63,7371.65,1897.98,0.204753,13,713.05,38.95
C0001431,Startup,North America,paid_search,2025-11-25,2025-11-26,2,369.08,288.06,81.02,0.219519,2,184.54,184.54
C0001437,SMB,APAC,paid_search,2024-03-08,2024-05-05,59,478.82,259.86,218.96,0.457291,2,239.41,8.12
C0001446,SMB,LATAM,paid_search,2025-03-04,2025-03-04,1,95.75,50.63,45.12,0.471227,1,95.75,95.75
C0001448,Startup,North America,paid_search,2025-03-05,2025-07-04,122,327.38,263.96,63.42,0.19372,4,81.84,2.68
C0001449,Enterprise,EMEA,paid_search,2025-04-28,2025-04-28,1,3843.0,2543.2,1299.8,0.338225,1,3843.0,3843.0
C0001454,Startup,North America,paid_search,2025-12-21,2025-12-21,1,67.97,44.41,23.56,0.346624,1,67.97,67.97
C0001458,Mid-Market,North America,paid_search,2024-11-03,2025-11-23,386,6480.16,5100.08,1380.08,0.21297,16,405.01,16.79
C0001463,SMB,North America,paid_search,2024-01-08,2024-08-28,234,6579.51,4486.37,2093.14,0.31813,11,598.14,28.12
C0001465,Startup,North America,paid_search,2025-04-22,2025-06-23,63,1158.77,826.04,332.73,0.287141,4,289.69,18.39
C0001468,Enterprise,LATAM,paid_search,2024-04-01,2024-04-05,5,8943.2,6929.11,2014.09,0.225209,4,2235.8,1788.64
C0001470,Startup,North America,paid_search,2023-11-14,2024-04-01,140,351.51,241.9,109.61,0.311826,5,70.3,2.51
C0001471,SMB,North America,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0001476,Mid-Market,EMEA,paid_search,2024-12-30,2025-10-27,302,7915.3,6244.69,1670.61,0.211061,12,659.61,26.21
C0001479,Startup,LATAM,paid_search,2025-02-13,2025-12-21,312,1463.98,1054.51,409.47,0.279696,12,122.0,4.69
C0001482,Startup,LATAM,paid_search,2023-06-06,2023-06-12,7,389.43,262.04,127.39,0.327119,2,194.71,55.63
C0001487,SMB,North America,paid_search,2025-12-29,2025-12-29,1,449.52,226.2,223.32,0.496797,1,449.52,449.52
C0001488,SMB,LATAM,paid_search,2024-12-01,2025-10-14,318,3516.12,2548.89,967.23,0.275084,8,439.52,11.06
C0001491,SMB,EMEA,paid_search,2023-05-11,2025-03-02,662,7405.45,4527.85,2877.6,0.388579,16,462.84,11.19
C0001502,Startup,LATAM,paid_search,2025-12-30,2025-12-30,1,196.01,131.68,64.33,0.328198,1,196.01,196.01
C0001503,SMB,LATAM,paid_search,2024-07-24,2025-07-04,346,6433.61,4324.21,2109.4,0.327872,18,357.42,18.59
C0001508,SMB,EMEA,paid_search,2024-11-15,2025-09-06,296,2165.07,1362.91,802.16,0.370501,10,216.51,7.31
C0001509,Startup,APAC,paid_search,2024-01-24,2024-01-24,1,436.48,352.34,84.14,0.192769,1,436.48,436.48
C0001513,SMB,EMEA,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0001516,Startup,EMEA,paid_search,2024-04-29,2025-03-18,324,843.39,652.12,191.27,0.226787,8,105.42,2.6
C0001517,Startup,APAC,paid_search,2023-07-26,2023-09-09,46,186.71,104.59,82.12,0.439826,3,62.24,4.06
C0001523,Startup,North America,paid_search,2025-10-19,2025-10-24,6,104.81,80.04,24.77,0.236332,2,52.4,17.47
C0001529,SMB,North America,paid_search,2023-12-24,2024-07-30,220,3717.9,2670.84,1047.06,0.281627,11,337.99,16.9
C0001532,Mid-Market,EMEA,paid_search,2023-08-30,2024-09-08,376,6769.19,4388.76,2380.43,0.351657,16,423.07,18.0
C0001535,Mid-Market,APAC,paid_search,2023-05-14,2023-06-01,19,1269.09,849.17,419.92,0.330883,4,317.27,66.79
C0001543,Mid-Market,APAC,paid_search,2024-07-16,2025-12-27,530,18661.85,13298.64,5363.21,0.287389,23,811.38,35.21
C0001545,Startup,EMEA,paid_search,2024-12-12,2025-03-02,81,401.88,232.01,169.87,0.422688,3,133.96,4.96
C0001552,Startup,North America,paid_search,2025-02-08,2025-12-06,302,1016.56,761.12,255.44,0.251279,6,169.43,3.37
C0001554,Startup,LATAM,paid_search,2024-08-02,2025-09-03,398,847.57,534.08,313.49,0.369869,8,105.95,2.13
C0001558,Mid-Market,EMEA,paid_search,2024-12-24,2025-10-10,291,11516.64,9548.87,1967.77,0.170863,15,767.78,39.58
C0001564,SMB,North America,paid_search,2025-12-05,2025-12-05,1,557.39,419.74,137.65,0.246955,1,557.39,557.39
C0001567,Enterprise,APAC,paid_search,2023-06-13,2023-12-27,198,31762.95,27108.46,4654.49,0.146538,14,2268.78,160.42
C0001580,Startup,EMEA,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0001589,Startup,EMEA,paid_search,2024-04-30,2024-04-30,1,50.54,28.18,22.36,0.442422,1,50.54,50.54
C0001591,Startup,EMEA,paid_search,2023-12-28,2024-11-15,324,1530.2,1164.4,365.8,0.239054,10,153.02,4.72
C0001597,SMB,EMEA,paid_search,2024-04-09,2025-03-24,350,2593.84,1876.2,717.64,0.276671,15,172.92,7.41
C0001599,SMB,EMEA,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0001606,SMB,EMEA,paid_search,2024-04-10,2024-06-26,78,3696.23,2736.29,959.94,0.259708,5,739.25,47.39
C0001611,Startup,North America,paid_search,2024-03-25,2025-08-20,514,1750.79,1105.11,645.68,0.368794,16,109.42,3.41
C0001612,Mid-Market,EMEA,paid_search,2025-09-04,2025-12-30,118,7137.59,5538.23,1599.36,0.224076,6,1189.6,60.49
C0001614,Startup,North America,paid_search,2024-10-13,2024-10-21,9,117.86,72.87,44.99,0.381724,2,58.93,13.1
C0001627,SMB,EMEA,paid_search,2024-07-25,2025-02-22,213,1875.08,1446.23,428.85,0.22871,9,208.34,8.8
C0001628,Mid-Market,APAC,paid_search,2023-12-19,2024-01-09,22,2329.92,1635.59,694.33,0.298006,7,332.85,105.91
C0001631,Mid-Market,North America,paid_search,2025-01-06,2025-06-08,154,5406.39,3542.42,1863.97,0.344772,10,540.64,35.11
C0001636,Mid-Market,APAC,paid_search,2024-10-24,2024-12-24,62,3026.23,2160.58,865.65,0.286049,4,756.56,48.81
C0001650,Startup,North America,paid_search,2025-11-05,2025-11-05,1,624.69,416.46,208.23,0.333333,1,624.69,624.69
C0001654,Mid-Market,North America,paid_search,2023-11-06,2024-06-14,222,7895.28,6188.5,1706.78,0.216177,13,607.33,35.56
C0001661,SMB,APAC,paid_search,2023-12-04,2025-05-09,523,335.68,247.99,87.69,0.261231,3,111.89,0.64
C0001665,Startup,LATAM,paid_search,2025-12-10,2025-12-10,1,88.06,57.91,30.15,0.34238,1,88.06,88.06
C0001668,Startup,EMEA,paid_search,2024-02-12,2024-12-06,299,1654.74,1184.75,469.99,0.284026,10,165.47,5.53
C0001669,Mid-Market,North America,paid_search,2023-04-12,2024-04-18,373,9866.65,7051.64,2815.01,0.285306,21,469.84,26.45
C0001670,Startup,EMEA,paid_search,2025-09-30,2025-09-30,1,113.49,73.35,40.14,0.353688,1,113.49,113.49
C0001671,Startup,North America,paid_search,2024-05-19,2025-01-06,233,1279.88,906.3,373.58,0.291887,6,213.31,5.49
C0001679,SMB,EMEA,paid_search,2025-10-23,2025-10-23,1,149.81,99.14,50.67,0.338228,1,149.81,149.81
C0001693,SMB,North America,paid_search,2024-03-18,2024-03-18,1,134.85,80.03,54.82,0.406526,1,134.85,134.85
C0001694,SMB,North America,paid_search,2025-06-27,2025-08-22,57,466.56,330.48,136.08,0.291667,2,233.28,8.19
C0001696,Startup,LATAM,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0001703,SMB,EMEA,paid_search,2025-03-15,2025-07-03,111,801.11,533.78,267.33,0.333699,7,114.44,7.22
C0001705,SMB,North America,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0001714,Startup,EMEA,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0001719,Enterprise,LATAM,paid_search,2025-04-26,2025-08-08,105,49979.62,33276.48,16703.14,0.334199,14,3569.97,476.0
C0001721,SMB,EMEA,paid_search,2023-03-20,2025-12-12,999,6358.73,5028.04,1330.69,0.20927,23,276.47,6.37
C0001723,Startup,EMEA,paid_search,2025-07-20,2025-07-20,1,55.64,40.97,14.67,0.263659,1,55.64,55.64
C0001724,SMB,APAC,paid_search,2025-02-17,2025-10-17,243,1558.55,959.48,599.07,0.384377,6,259.76,6.41
C0001732,Startup,EMEA,paid_search,2023-07-10,2023-09-14,67,255.11,171.46,83.65,0.327898,2,127.56,3.81
C0001735,SMB,LATAM,paid_search,2025-09-30,2025-09-30,1,546.12,309.45,236.67,0.433366,1,546.12,546.12
C0001743,Startup,North America,paid_search,2023-02-26,2023-04-02,36,428.26,280.67,147.59,0.344627,4,107.06,11.9
C0001750,Mid-Market,North America,paid_search,2024-10-29,2025-04-08,162,1651.34,1234.85,416.49,0.252213,4,412.84,10.19
C0001754,Mid-Market,EMEA,paid_search,2025-08-20,2025-12-30,133,4961.47,3858.88,1102.59,0.222231,8,620.18,37.3
C0001761,Mid-Market,EMEA,paid_search,2024-06-15,2025-12-26,560,11983.19,8520.21,3462.98,0.288986,19,630.69,21.4
C0001763,SMB,LATAM,paid_search,2024-01-28,2025-11-06,649,4003.85,3374.07,629.78,0.157294,9,444.87,6.17
C0001767,SMB,North America,paid_search,2025-12-25,2025-12-26,2,319.68,187.02,132.66,0.414977,3,106.56,159.84
C0001771,Startup,North America,paid_search,2025-03-28,2025-03-28,1,28.31,18.86,9.45,0.333804,1,28.31,28.31
C0001775,Startup,EMEA,paid_search,2025-04-15,2025-04-20,6,143.47,96.01,47.46,0.330801,2,71.74,23.91
C0001783,Startup,EMEA,paid_search,2024-03-25,2024-03-28,4,41.67,30.17,11.5,0.275978,2,20.84,10.42
C0001784,Startup,EMEA,paid_search,2023-11-07,2023-11-07,1,124.98,91.25,33.73,0.269883,1,124.98,124.98
C0001788,Mid-Market,EMEA,paid_search,2025-05-24,2025-10-16,146,6733.76,4929.31,1804.45,0.267971,5,1346.75,46.12
C0001789,Mid-Market,EMEA,paid_search,2025-09-28,2025-12-11,75,1931.63,1215.74,715.89,0.370614,3,643.88,25.76
C0001790,SMB,North America,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0001795,Mid-Market,EMEA,paid_search,2025-12-31,2025-12-31,1,52.69,34.97,17.72,0.336307,1,52.69,52.69
C0001797,SMB,EMEA,paid_search,2025-04-06,2025-12-08,247,998.88,703.97,294.91,0.295241,8,124.86,4.04
C0001801,SMB,North America,paid_search,2025-03-22,2025-06-23,94,406.34,320.4,85.94,0.211498,5,81.27,4.32
C0001802,SMB,North America,paid_search,2025-04-09,2025-06-04,57,121.04,74.41,46.63,0.385245,2,60.52,2.12
C0001804,SMB,APAC,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0001809,Startup,North America,paid_search,2024-12-01,2024-12-01,1,92.46,58.82,33.64,0.363833,1,92.46,92.46
C0001815,SMB,EMEA,paid_search,2025-09-07,2025-09-07,1,95.92,65.97,29.95,0.312239,1,95.92,95.92
C0001816,Startup,EMEA,paid_search,2025-05-18,2025-11-08,175,511.55,335.31,176.24,0.344522,6,85.26,2.92
C0001822,Startup,EMEA,paid_search,2025-01-23,2025-07-10,169,248.08,184.64,63.44,0.255724,3,82.69,1.47
C0001823,Startup,APAC,paid_search,2025-01-23,2025-09-26,247,1948.57,1261.17,687.4,0.352772,8,243.57,7.89
C0001832,Mid-Market,APAC,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0001836,Mid-Market,North America,paid_search,2023-06-28,2023-07-09,12,3175.5,2522.57,652.93,0.205615,4,793.88,264.62
C0001839,SMB,North America,paid_search,2025-07-28,2025-11-21,117,745.89,491.31,254.58,0.34131,4,186.47,6.38
C0001843,Enterprise,North America,paid_search,2023-11-19,2025-10-06,688,42363.62,34164.02,8199.6,0.193553,33,1283.75,61.58
C0001845,Enterprise,North America,paid_search,2023-11-24,2024-01-13,51,3438.87,3021.57,417.3,0.121348,4,859.72,67.43
C0001848,SMB,APAC,paid_search,2025-06-19,2025-10-02,106,513.64,359.21,154.43,0.300658,4,128.41,4.85
C0001864,Enterprise,APAC,paid_search,2025-01-15,2025-03-07,52,19537.17,16246.7,3290.47,0.168421,9,2170.8,375.71
C0001867,Mid-Market,APAC,paid_search,2025-11-28,2025-12-15,18,3041.04,2215.27,825.77,0.271542,4,760.26,168.95
C0001868,Startup,EMEA,paid_search,2024-01-19,2024-02-07,20,356.8,271.39,85.41,0.239378,2,178.4,17.84
C0001872,SMB,EMEA,paid_search,2024-11-03,2025-12-09,402,7753.44,5845.78,1907.66,0.24604,14,553.82,19.29
C0001877,Enterprise,EMEA,paid_search,2024-04-14,2024-12-24,255,15948.23,13313.73,2634.5,0.165191,10,1594.82,62.54
C0001881,Startup,EMEA,paid_search,2025-01-20,2025-10-09,263,829.77,587.2,242.57,0.292334,6,138.29,3.16
C0001886,Startup,EMEA,paid_search,2024-06-16,2024-10-06,113,1064.53,733.4,331.13,0.311057,6,177.42,9.42
C0001890,Startup,EMEA,paid_search,2025-03-01,2025-12-04,279,623.66,372.4,251.26,0.40288,6,103.94,2.24
C0001892,Mid-Market,EMEA,paid_search,2025-09-11,2025-09-11,1,315.09,248.02,67.07,0.21286,1,315.09,315.09
C0001899,Startup,North America,paid_search,2023-05-11,2023-06-09,30,84.52,74.97,9.55,0.112991,2,42.26,2.82
C0001900,Startup,EMEA,paid_search,2023-11-09,2024-03-01,114,691.58,554.62,136.96,0.198039,5,138.32,6.07
C0001901,Startup,APAC,paid_search,2025-04-07,2025-04-07,1,632.04,393.01,239.03,0.378188,1,632.04,632.04
C0001905,SMB,LATAM,paid_search,2025-07-12,2025-10-04,85,1637.35,1154.49,482.86,0.294903,3,545.78,19.26
C0001906,Enterprise,LATAM,paid_search,2024-10-26,2025-12-25,426,22970.17,17743.91,5226.26,0.227524,16,1435.64,53.92
C0001908,Startup,LATAM,paid_search,2023-05-23,2025-07-15,785,2348.38,1657.98,690.4,0.29399,17,138.14,2.99
C0001920,Mid-Market,EMEA,paid_search,2025-12-12,2025-12-12,1,132.22,80.67,51.55,0.389881,1,132.22,132.22
C0001926,SMB,North America,paid_search,2023-04-02,2023-11-04,217,1783.66,1273.87,509.79,0.285811,7,254.81,8.22
C0001931,Enterprise,North America,paid_search,2025-04-16,2025-10-28,196,26566.3,24189.16,2377.14,0.08948,10,2656.63,135.54
C0001936,Enterprise,EMEA,paid_search,2023-08-03,2023-08-12,10,6732.76,5306.9,1425.86,0.211779,4,1683.19,673.28
C0001950,Mid-Market,LATAM,paid_search,2025-12-05,2025-12-29,25,685.12,403.02,282.1,0.411753,2,342.56,27.4
C0001961,SMB,North America,paid_search,2025-03-29,2025-12-07,254,1483.29,956.53,526.76,0.355129,5,296.66,5.84
C0001962,Startup,EMEA,paid_search,2024-09-21,2025-02-02,135,299.58,174.16,125.42,0.418653,5,59.92,2.22
C0001966,SMB,APAC,paid_search,2023-06-30,2023-07-01,2,151.21,87.88,63.33,0.418822,2,75.6,75.6
C0001978,Startup,North America,paid_search,2025-11-25,2025-11-25,1,87.73,58.71,29.02,0.330788,1,87.73,87.73
C0001983,SMB,EMEA,paid_search,2025-09-26,2025-09-26,1,409.86,343.56,66.3,0.161763,1,409.86,409.86
C0001984,SMB,EMEA,paid_search,2024-02-28,2025-12-15,657,3194.51,2113.08,1081.43,0.338528,18,177.47,4.86
C0001986,SMB,EMEA,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0001987,Mid-Market,LATAM,paid_search,2024-03-19,2024-11-10,237,3864.8,2314.83,1549.97,0.401048,9,429.42,16.31
C0001989,SMB,North America,paid_search,2025-12-28,2025-12-28,1,275.94,162.26,113.68,0.411974,1,275.94,275.94
C0001994,Startup,EMEA,paid_search,2023-05-23,2023-11-28,190,498.39,274.61,223.78,0.449006,7,71.2,2.62
C0002002,Enterprise,APAC,paid_search,2024-10-25,2025-03-04,131,27841.99,23480.17,4361.82,0.156663,14,1988.71,212.53
C0002006,SMB,APAC,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0002019,SMB,North America,paid_search,2025-07-01,2025-07-08,8,7522.64,5186.36,2336.28,0.310567,2,3761.32,940.33
C0002025,Mid-Market,North America,paid_search,2025-01-07,2025-01-13,7,858.55,744.55,114.0,0.132782,2,429.28,122.65
C0002027,Startup,APAC,paid_search,2025-10-07,2025-10-07,1,95.77,66.99,28.78,0.300512,1,95.77,95.77
C0002050,SMB,EMEA,paid_search,2024-06-19,2024-10-03,107,676.0,445.51,230.49,0.340962,4,169.0,6.32
C0002051,Startup,North America,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0002057,Mid-Market,APAC,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0002058,Enterprise,North America,paid_search,2024-11-26,2025-12-21,391,49577.9,38742.09,10835.81,0.218561,32,1549.31,126.8
C0002060,Enterprise,North America,paid_search,2023-07-10,2023-10-15,98,16722.42,12943.02,3779.4,0.226008,9,1858.05,170.64
C0002063,Startup,North America,paid_search,2024-12-25,2025-01-26,33,610.77,425.73,185.04,0.302962,3,203.59,18.51
C0002065,SMB,EMEA,paid_search,2024-09-30,2024-10-31,32,2246.68,1746.36,500.32,0.222693,5,449.34,70.21
C0002072,Enterprise,APAC,paid_search,2024-10-27,2025-12-28,428,58734.65,44795.94,13938.71,0.237317,31,1894.67,137.23
C0002077,Startup,North America,paid_search,2025-12-18,2025-12-31,14,1005.89,646.95,358.94,0.356838,5,201.18,71.85
C0002079,Startup,North America,paid_search,2024-05-13,2025-12-05,572,3433.65,2662.66,770.99,0.224539,14,245.26,6.0
C0002083,SMB,North America,paid_search,2025-06-29,2025-12-13,168,2452.45,1460.29,992.16,0.404559,5,490.49,14.6
C0002092,Mid-Market,North America,paid_search,2025-10-06,2025-11-09,35,3365.77,2896.17,469.6,0.139522,2,1682.89,96.16
C0002095,Startup,LATAM,paid_search,2025-11-06,2025-12-06,31,1443.53,1094.43,349.1,0.241838,2,721.76,46.57
C0002097,Mid-Market,North America,paid_search,2023-03-20,2023-10-01,196,9290.96,6817.02,2473.94,0.266274,16,580.68,47.4
C0002099,Startup,APAC,paid_search,2023-08-30,2023-09-08,10,622.0,499.84,122.16,0.196399,2,311.0,62.2
C0002102,Enterprise,North America,paid_search,2023-10-14,2024-06-01,232,21753.74,18640.02,3113.72,0.143135,15,1450.25,93.77
C0002106,SMB,LATAM,paid_search,2025-06-08,2025-06-08,1,17.34,11.82,5.52,0.318339,1,17.34,17.34
C0002113,SMB,APAC,paid_search,2023-11-29,2024-04-02,126,3164.96,2088.28,1076.68,0.340188,9,351.66,25.12
C0002117,SMB,EMEA,paid_search,2024-03-29,2024-05-03,36,338.29,231.56,106.73,0.315499,2,169.14,9.4
C0002124,SMB,North America,paid_search,2024-01-30,2024-02-18,20,985.9,830.79,155.11,0.157328,2,492.95,49.3
C0002128,SMB,APAC,paid_search,2024-10-23,2025-12-23,427,594.39,448.36,146.03,0.24568,5,118.88,1.39
C0002129,Startup,APAC,paid_search,2023-09-12,2025-01-17,494,1377.34,1061.5,315.84,0.229312,9,153.04,2.79
C0002131,SMB,EMEA,paid_search,2024-01-18,2024-01-18,1,160.63,90.8,69.83,0.434726,1,160.63,160.63
C0002133,Mid-Market,EMEA,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0002140,SMB,EMEA,paid_search,2025-09-22,2025-10-29,38,1958.14,1487.3,470.84,0.240453,3,652.71,51.53
C0002144,Mid-Market,North America,paid_search,2025-08-21,2025-11-15,87,886.51,655.61,230.9,0.26046,3,295.5,10.19
C0002145,Startup,EMEA,paid_search,2024-06-25,2024-07-04,10,88.76,63.67,25.09,0.282672,2,44.38,8.88
C0002147,SMB,EMEA,paid_search,2023-07-04,2023-09-11,70,1059.06,603.32,455.74,0.430325,2,529.53,15.13
C0002148,SMB,North America,paid_search,2025-12-30,2025-12-30,1,54.72,27.73,26.99,0.493238,1,54.72,54.72
C0002149,Startup,EMEA,paid_search,,,0,0.0,0.0,0.0,0.0,0,0.0,0.0
C0002151,SMB,APAC,paid_search,2025-07-16,2025-12-04,142,1349.47,1256.17,93.3,0.069138,7,192.78,9.5
C0002152,SMB,LATAM,paid_search,2023-06-25,2023-07-02,8,1151.46,760.01,391.45,0.33996,2,575.73,143.93
C0002153,Mid-Market,North America,paid_search,2025-07-18,2025-11-20,126,6326.0,4379.9,1946.1,0.307635,4,1581.5,50.21
C0002155,Mid-Market,EMEA,paid_search,2025-03-23,2025-09-14,176,1859.16,1223.87,635.29,0.341708,2,929.58,10.56
C0002156,Mid-Market,EMEA,paid_search,2025-11-09,2025-11-17,9,2473.95,2068.36,405.59,0.163944,2,1236.97,274.88
