cohort_month,activity_month,cohort_size,customers_active,month_0_active_customers,retained_month_0_customers,late_activation_customers,month_0_activation_rate,signup_activity_rate,retained_from_month_0_rate,cohort_revenue,average_revenue_per_active_customer
2023-09-01,2025-09-01,142,15,75,8,7,0.528169,0.105634,0.106667,22220.04,1481.34
2023-09-01,2025-10-01,142,13,75,4,9,0.528169,0.091549,0.053333,26792.12,2060.93
2023-09-01,2025-11-01,142,11,75,7,4,0.528169,0.077465,0.093333,26405.21,2400.47
2023-09-01,2025-12-01,142,19,75,9,10,0.528169,0.133803,0.12,37923.21,1995.96
2023-10-01,2023-10-01,172,85,85,85,0,0.494186,0.494186,1.0,127029.39,1494.46
2023-10-01,2023-11-01,172,95,85,49,46,0.494186,0.552326,0.576471,103502.57,1089.5
2023-10-01,2023-12-01,172,72,85,34,38,0.494186,0.418605,0.4,115117.33,1598.85
2023-10-01,2024-01-01,172,62,85,32,30,0.494186,0.360465,0.376471,94968.02,1531.74
2023-10-01,2024-02-01,172,74,85,37,37,0.494186,0.430233,0.435294,121095.13,1636.42
2023-10-01,2024-03-01,172,64,85,29,35,0.494186,0.372093,0.341176,88255.54,1378.99
2023-10-01,2024-04-01,172,59,85,24,35,0.494186,0.343023,0.282353,78070.88,1323.24
2023-10-01,2024-05-01,172,53,85,25,28,0.494186,0.30814,0.294118,99657.35,1880.33
2023-10-01,2024-06-01,172,59,85,30,29,0.494186,0.343023,0.352941,98684.8,1672.62
2023-10-01,2024-07-01,172,46,85,26,20,0.494186,0.267442,0.305882,63687.12,1384.5
2023-10-01,2024-08-01,172,48,85,20,28,0.494186,0.27907,0.235294,66863.02,1392.98
2023-10-01,2024-09-01,172,38,85,21,17,0.494186,0.22093,0.247059,84191.01,2215.55
2023-10-01,2024-10-01,172,35,85,13,22,0.494186,0.203488,0.152941,83422.95,2383.51
2023-10-01,2024-11-01,172,36,85,14,22,0.494186,0.209302,0.164706,54232.79,1506.47
2023-10-01,2024-12-01,172,38,85,16,22,0.494186,0.22093,0.188235,76651.9,2017.16
2023-10-01,2025-01-01,172,33,85,14,19,0.494186,0.19186,0.164706,88567.89,2683.88
2023-10-01,2025-02-01,172,31,85,12,19,0.494186,0.180233,0.141176,62791.02,2025.52
2023-10-01,2025-03-01,172,34,85,13,21,0.494186,0.197674,0.152941,39564.87,1163.67
2023-10-01,2025-04-01,172,19,85,11,8,0.494186,0.110465,0.129412,35212.86,1853.31
2023-10-01,2025-05-01,172,25,85,9,16,0.494186,0.145349,0.105882,48426.76,1937.07
2023-10-01,2025-06-01,172,27,85,10,17,0.494186,0.156977,0.117647,55284.14,2047.56
2023-10-01,2025-07-01,172,21,85,12,9,0.494186,0.122093,0.141176,62189.2,2961.39
2023-10-01,2025-08-01,172,21,85,10,11,0.494186,0.122093,0.117647,12511.54,595.79
2023-10-01,2025-09-01,172,18,85,10,8,0.494186,0.104651,0.117647,23211.54,1289.53
2023-10-01,2025-10-01,172,15,85,8,7,0.494186,0.087209,0.094118,21092.74,1406.18
2023-10-01,2025-11-01,172,17,85,8,9,0.494186,0.098837,0.094118,65202.87,3835.46
2023-10-01,2025-12-01,172,13,85,7,6,0.494186,0.075581,0.082353,23425.39,1801.95
2023-11-01,2023-11-01,166,94,94,94,0,0.566265,0.566265,1.0,105557.02,1122.95
2023-11-01,2023-12-01,166,92,94,62,30,0.566265,0.554217,0.659574,98587.74,1071.61
2023-11-01,2024-01-01,166,78,94,45,33,0.566265,0.46988,0.478723,145710.86,1868.09
2023-11-01,2024-02-01,166,64,94,32,32,0.566265,0.385542,0.340426,125645.87,1963.22
2023-11-01,2024-03-01,166,62,94,35,27,0.566265,0.373494,0.37234,91761.47,1480.02
2023-11-01,2024-04-01,166,51,94,29,22,0.566265,0.307229,0.308511,58604.55,1149.11
2023-11-01,2024-05-01,166,49,94,28,21,0.566265,0.295181,0.297872,106114.95,2165.61
2023-11-01,2024-06-01,166,51,94,26,25,0.566265,0.307229,0.276596,56570.67,1109.23
2023-11-01,2024-07-01,166,51,94,30,21,0.566265,0.307229,0.319149,60712.95,1190.45
2023-11-01,2024-08-01,166,41,94,22,19,0.566265,0.246988,0.234043,46396.4,1131.62
2023-11-01,2024-09-01,166,48,94,27,21,0.566265,0.289157,0.287234,69325.68,1444.28
2023-11-01,2024-10-01,166,43,94,25,18,0.566265,0.259036,0.265957,56359.02,1310.67
2023-11-01,2024-11-01,166,40,94,24,16,0.566265,0.240964,0.255319,56239.68,1405.99
2023-11-01,2024-12-01,166,40,94,25,15,0.566265,0.240964,0.265957,57929.78,1448.24
2023-11-01,2025-01-01,166,32,94,20,12,0.566265,0.192771,0.212766,47125.07,1472.66
2023-11-01,2025-02-01,166,35,94,20,15,0.566265,0.210843,0.212766,39136.08,1118.17
2023-11-01,2025-03-01,166,31,94,17,14,0.566265,0.186747,0.180851,35906.86,1158.29
2023-11-01,2025-04-01,166,27,94,16,11,0.566265,0.162651,0.170213,37400.2,1385.19
2023-11-01,2025-05-01,166,30,94,19,11,0.566265,0.180723,0.202128,56874.69,1895.82
2023-11-01,2025-06-01,166,26,94,18,8,0.566265,0.156627,0.191489,27551.11,1059.66
2023-11-01,2025-07-01,166,26,94,15,11,0.566265,0.156627,0.159574,56969.66,2191.14
2023-11-01,2025-08-01,166,22,94,11,11,0.566265,0.13253,0.117021,30638.82,1392.67
2023-11-01,2025-09-01,166,20,94,11,9,0.566265,0.120482,0.117021,24047.29,1202.36
2023-11-01,2025-10-01,166,22,94,11,11,0.566265,0.13253,0.117021,30363.91,1380.18
2023-11-01,2025-11-01,166,12,94,7,5,0.566265,0.072289,0.074468,19882.59,1656.88
2023-11-01,2025-12-01,166,24,94,12,12,0.566265,0.144578,0.12766,22025.22,917.72
2023-12-01,2023-12-01,191,99,99,99,0,0.518325,0.518325,1.0,127136.19,1284.2
2023-12-01,2024-01-01,191,106,99,61,45,0.518325,0.554974,0.616162,96938.72,914.52
2023-12-01,2024-02-01,191,87,99,43,44,0.518325,0.455497,0.434343,137962.59,1585.78
2023-12-01,2024-03-01,191,89,99,49,40,0.518325,0.465969,0.494949,95926.55,1077.83
2023-12-01,2024-04-01,191,79,99,34,45,0.518325,0.413613,0.343434,95897.39,1213.89
2023-12-01,2024-05-01,191,56,99,30,26,0.518325,0.293194,0.30303,48878.92,872.84
2023-12-01,2024-06-01,191,65,99,32,33,0.518325,0.340314,0.323232,62054.19,954.68
2023-12-01,2024-07-01,191,55,99,30,25,0.518325,0.287958,0.30303,157900.77,2870.92
2023-12-01,2024-08-01,191,58,99,27,31,0.518325,0.303665,0.272727,111277.16,1918.57
2023-12-01,2024-09-01,191,50,99,25,25,0.518325,0.26178,0.252525,51545.38,1030.91
2023-12-01,2024-10-01,191,50,99,23,27,0.518325,0.26178,0.232323,44964.32,899.29
2023-12-01,2024-11-01,191,45,99,24,21,0.518325,0.235602,0.242424,48632.59,1080.72
2023-12-01,2024-12-01,191,38,99,17,21,0.518325,0.198953,0.171717,43512.74,1145.07
2023-12-01,2025-01-01,191,40,99,24,16,0.518325,0.209424,0.242424,43426.3,1085.66
2023-12-01,2025-02-01,191,30,99,15,15,0.518325,0.157068,0.151515,28195.65,939.86
2023-12-01,2025-03-01,191,27,99,15,12,0.518325,0.141361,0.151515,45613.06,1689.37
2023-12-01,2025-04-01,191,32,99,13,19,0.518325,0.167539,0.131313,45570.53,1424.08
2023-12-01,2025-05-01,191,32,99,14,18,0.518325,0.167539,0.141414,49999.95,1562.5
2023-12-01,2025-06-01,191,27,99,14,13,0.518325,0.141361,0.141414,21734.55,804.98
2023-12-01,2025-07-01,191,21,99,12,9,0.518325,0.109948,0.121212,33070.53,1574.79
2023-12-01,2025-08-01,191,29,99,13,16,0.518325,0.151832,0.131313,25365.83,874.68
2023-12-01,2025-09-01,191,25,99,11,14,0.518325,0.13089,0.111111,61715.01,2468.6
2023-12-01,2025-10-01,191,21,99,10,11,0.518325,0.109948,0.10101,20967.46,998.45
2023-12-01,2025-11-01,191,18,99,9,9,0.518325,0.094241,0.090909,9465.77,525.88
2023-12-01,2025-12-01,191,20,99,11,9,0.518325,0.104712,0.111111,45993.51,2299.68
2024-01-01,2024-01-01,194,106,106,106,0,0.546392,0.546392,1.0,99365.07,937.41
2024-01-01,2024-02-01,194,97,106,54,43,0.546392,0.5,0.509434,85335.03,879.74
2024-01-01,2024-03-01,194,88,106,53,35,0.546392,0.453608,0.5,79056.52,898.37
2024-01-01,2024-04-01,194,101,106,52,49,0.546392,0.520619,0.490566,128635.44,1273.62
2024-01-01,2024-05-01,194,83,106,49,34,0.546392,0.427835,0.462264,69362.73,835.7
2024-01-01,2024-06-01,194,69,106,36,33,0.546392,0.35567,0.339623,79269.67,1148.84
2024-01-01,2024-07-01,194,57,106,26,31,0.546392,0.293814,0.245283,62526.44,1096.96
2024-01-01,2024-08-01,194,48,106,22,26,0.546392,0.247423,0.207547,57077.94,1189.12
2024-01-01,2024-09-01,194,54,106,22,32,0.546392,0.278351,0.207547,75955.0,1406.57
2024-01-01,2024-10-01,194,57,106,33,24,0.546392,0.293814,0.311321,74221.66,1302.13
2024-01-01,2024-11-01,194,43,106,25,18,0.546392,0.221649,0.235849,55556.84,1292.02
2024-01-01,2024-12-01,194,38,106,22,16,0.546392,0.195876,0.207547,46840.36,1232.64
2024-01-01,2025-01-01,194,33,106,20,13,0.546392,0.170103,0.188679,46851.59,1419.75
2024-01-01,2025-02-01,194,41,106,21,20,0.546392,0.21134,0.198113,53930.62,1315.38
2024-01-01,2025-03-01,194,41,106,21,20,0.546392,0.21134,0.198113,58942.13,1437.61
2024-01-01,2025-04-01,194,30,106,13,17,0.546392,0.154639,0.122642,51758.8,1725.29
2024-01-01,2025-05-01,194,27,106,15,12,0.546392,0.139175,0.141509,31417.0,1163.59
2024-01-01,2025-06-01,194,23,106,10,13,0.546392,0.118557,0.09434,38060.6,1654.81
2024-01-01,2025-07-01,194,24,106,12,12,0.546392,0.123711,0.113208,33205.24,1383.55
2024-01-01,2025-08-01,194,30,106,15,15,0.546392,0.154639,0.141509,38414.98,1280.5
2024-01-01,2025-09-01,194,22,106,11,11,0.546392,0.113402,0.103774,25460.64,1157.3
2024-01-01,2025-10-01,194,20,106,10,10,0.546392,0.103093,0.09434,21309.99,1065.5
2024-01-01,2025-11-01,194,20,106,10,10,0.546392,0.103093,0.09434,22400.41,1120.02
2024-01-01,2025-12-01,194,24,106,10,14,0.546392,0.123711,0.09434,22962.61,956.78
2024-02-01,2024-02-01,204,100,100,100,0,0.490196,0.490196,1.0,196074.9,1960.75
2024-02-01,2024-03-01,204,112,100,50,62,0.490196,0.54902,0.5,162971.82,1455.11
2024-02-01,2024-04-01,204,96,100,48,48,0.490196,0.470588,0.48,112405.85,1170.89
2024-02-01,2024-05-01,204,102,100,49,53,0.490196,0.5,0.49,138357.34,1356.44
2024-02-01,2024-06-01,204,81,100,47,34,0.490196,0.397059,0.47,100856.97,1245.15
2024-02-01,2024-07-01,204,85,100,49,36,0.490196,0.416667,0.49,187800.49,2209.42
2024-02-01,2024-08-01,204,72,100,41,31,0.490196,0.352941,0.41,97403.12,1352.82
2024-02-01,2024-09-01,204,64,100,37,27,0.490196,0.313725,0.37,81172.85,1268.33
2024-02-01,2024-10-01,204,53,100,30,23,0.490196,0.259804,0.3,99406.03,1875.59
2024-02-01,2024-11-01,204,67,100,37,30,0.490196,0.328431,0.37,78706.19,1174.72
2024-02-01,2024-12-01,204,51,100,27,24,0.490196,0.25,0.27,77671.09,1522.96
2024-02-01,2025-01-01,204,48,100,27,21,0.490196,0.235294,0.27,75914.52,1581.55
2024-02-01,2025-02-01,204,44,100,24,20,0.490196,0.215686,0.24,81274.88,1847.16
2024-02-01,2025-03-01,204,47,100,24,23,0.490196,0.230392,0.24,66429.79,1413.4
2024-02-01,2025-04-01,204,35,100,17,18,0.490196,0.171569,0.17,37493.29,1071.24
2024-02-01,2025-05-01,204,33,100,14,19,0.490196,0.161765,0.14,32239.63,976.96
2024-02-01,2025-06-01,204,41,100,17,24,0.490196,0.20098,0.17,33708.19,822.15
2024-02-01,2025-07-01,204,32,100,14,18,0.490196,0.156863,0.14,28139.0,879.34
2024-02-01,2025-08-01,204,32,100,17,15,0.490196,0.156863,0.17,79148.22,2473.38
2024-02-01,2025-09-01,204,31,100,19,12,0.490196,0.151961,0.19,31926.51,1029.89
2024-02-01,2025-10-01,204,29,100,12,17,0.490196,0.142157,0.12,28376.52,978.5
2024-02-01,2025-11-01,204,26,100,13,13,0.490196,0.127451,0.13,39254.53,1509.79
2024-02-01,2025-12-01,204,31,100,19,12,0.490196,0.151961,0.19,20970.07,676.45
2024-03-01,2024-03-01,246,148,148,148,0,0.601626,0.601626,1.0,165808.32,1120.33
2024-03-01,2024-04-01,246,123,148,77,46,0.601626,0.5,0.52027,129241.84,1050.75
2024-03-01,2024-05-01,246,110,148,67,43,0.601626,0.447154,0.452703,137457.1,1249.61
2024-03-01,2024-06-01,246,102,148,70,32,0.601626,0.414634,0.472973,122510.05,1201.08
2024-03-01,2024-07-01,246,99,148,62,37,0.601626,0.402439,0.418919,161470.4,1631.01
2024-03-01,2024-08-01,246,87,148,55,32,0.601626,0.353659,0.371622,126813.04,1457.62
2024-03-01,2024-09-01,246,90,148,59,31,0.601626,0.365854,0.398649,136445.59,1516.06
2024-03-01,2024-10-01,246,88,148,54,34,0.601626,0.357724,0.364865,108333.76,1231.07
2024-03-01,2024-11-01,246,67,148,38,29,0.601626,0.272358,0.256757,94453.59,1409.76
2024-03-01,2024-12-01,246,72,148,48,24,0.601626,0.292683,0.324324,90682.89,1259.48
2024-03-01,2025-01-01,246,58,148,34,24,0.601626,0.235772,0.22973,69566.33,1199.42
2024-03-01,2025-02-01,246,59,148,34,25,0.601626,0.239837,0.22973,59396.39,1006.72
2024-03-01,2025-03-01,246,60,148,40,20,0.601626,0.243902,0.27027,63402.68,1056.71
2024-03-01,2025-04-01,246,53,148,36,17,0.601626,0.215447,0.243243,66233.35,1249.69
2024-03-01,2025-05-01,246,58,148,37,21,0.601626,0.235772,0.25,101780.61,1754.84
2024-03-01,2025-06-01,246,43,148,25,18,0.601626,0.174797,0.168919,64895.7,1509.2
2024-03-01,2025-07-01,246,52,148,30,22,0.601626,0.211382,0.202703,103820.54,1996.55
2024-03-01,2025-08-01,246,34,148,22,12,0.601626,0.138211,0.148649,33871.58,996.22
2024-03-01,2025-09-01,246,45,148,31,14,0.601626,0.182927,0.209459,115882.62,2575.17
2024-03-01,2025-10-01,246,33,148,22,11,0.601626,0.134146,0.148649,62121.33,1882.46
2024-03-01,2025-11-01,246,27,148,11,16,0.601626,0.109756,0.074324,31468.4,1165.5
2024-03-01,2025-12-01,246,34,148,20,14,0.601626,0.138211,0.135135,76755.92,2257.53
2024-04-01,2024-04-01,253,132,132,132,0,0.521739,0.521739,1.0,110781.57,839.25
2024-04-01,2024-05-01,253,131,132,78,53,0.521739,0.517787,0.590909,181371.71,1384.52
2024-04-01,2024-06-01,253,104,132,48,56,0.521739,0.411067,0.363636,150764.58,1449.66
2024-04-01,2024-07-01,253,97,132,49,48,0.521739,0.383399,0.371212,122246.79,1260.28
2024-04-01,2024-08-01,253,99,132,51,48,0.521739,0.391304,0.386364,140341.43,1417.59
2024-04-01,2024-09-01,253,108,132,57,51,0.521739,0.426877,0.431818,96901.1,897.23
2024-04-01,2024-10-01,253,79,132,42,37,0.521739,0.312253,0.318182,71283.31,902.32
2024-04-01,2024-11-01,253,89,132,52,37,0.521739,0.351779,0.393939,137055.61,1539.95
2024-04-01,2024-12-01,253,75,132,48,27,0.521739,0.296443,0.363636,134599.4,1794.66
2024-04-01,2025-01-01,253,82,132,51,31,0.521739,0.324111,0.386364,157963.73,1926.39
2024-04-01,2025-02-01,253,66,132,40,26,0.521739,0.26087,0.30303,105341.67,1596.09
2024-04-01,2025-03-01,253,69,132,42,27,0.521739,0.272727,0.318182,93649.35,1357.24
2024-04-01,2025-04-01,253,64,132,35,29,0.521739,0.252964,0.265152,115066.01,1797.91
2024-04-01,2025-05-01,253,62,132,34,28,0.521739,0.245059,0.257576,89164.27,1438.13
2024-04-01,2025-06-01,253,49,132,28,21,0.521739,0.193676,0.212121,52940.66,1080.42
2024-04-01,2025-07-01,253,50,132,29,21,0.521739,0.197628,0.219697,57015.87,1140.32
2024-04-01,2025-08-01,253,45,132,30,15,0.521739,0.177866,0.227273,58058.56,1290.19
2024-04-01,2025-09-01,253,53,132,35,18,0.521739,0.209486,0.265152,64765.86,1222.0
2024-04-01,2025-10-01,253,46,132,27,19,0.521739,0.181818,0.204545,45894.67,997.71
2024-04-01,2025-11-01,253,50,132,31,19,0.521739,0.197628,0.234848,49123.44,982.47
2024-04-01,2025-12-01,253,52,132,31,21,0.521739,0.205534,0.234848,70265.56,1351.26
2024-05-01,2024-05-01,250,135,135,135,0,0.54,0.54,1.0,212980.05,1577.63
2024-05-01,2024-06-01,250,115,135,68,47,0.54,0.46,0.503704,200646.84,1744.76
2024-05-01,2024-07-01,250,114,135,67,47,0.54,0.456,0.496296,115557.02,1013.66
2024-05-01,2024-08-01,250,113,135,63,50,0.54,0.452,0.466667,197610.54,1748.77
2024-05-01,2024-09-01,250,98,135,51,47,0.54,0.392,0.377778,161152.79,1644.42
2024-05-01,2024-10-01,250,95,135,51,44,0.54,0.38,0.377778,115760.56,1218.53
2024-05-01,2024-11-01,250,81,135,39,42,0.54,0.324,0.288889,86254.36,1064.87
2024-05-01,2024-12-01,250,79,135,41,38,0.54,0.316,0.303704,93477.44,1183.26
2024-05-01,2025-01-01,250,71,135,41,30,0.54,0.284,0.303704,130201.75,1833.83
2024-05-01,2025-02-01,250,78,135,39,39,0.54,0.312,0.288889,134253.12,1721.19
2024-05-01,2025-03-01,250,60,135,29,31,0.54,0.24,0.214815,106687.28,1778.12
2024-05-01,2025-04-01,250,60,135,30,30,0.54,0.24,0.222222,86694.31,1444.91
2024-05-01,2025-05-01,250,58,135,34,24,0.54,0.232,0.251852,66439.63,1145.51
2024-05-01,2025-06-01,250,59,135,27,32,0.54,0.236,0.2,55269.59,936.77
2024-05-01,2025-07-01,250,45,135,24,21,0.54,0.18,0.177778,67091.85,1490.93
2024-05-01,2025-08-01,250,48,135,23,25,0.54,0.192,0.17037,48733.18,1015.27
2024-05-01,2025-09-01,250,35,135,21,14,0.54,0.14,0.155556,34966.41,999.04
2024-05-01,2025-10-01,250,38,135,23,15,0.54,0.152,0.17037,50078.46,1317.85
2024-05-01,2025-11-01,250,34,135,24,10,0.54,0.136,0.177778,42687.3,1255.51
2024-05-01,2025-12-01,250,35,135,21,14,0.54,0.14,0.155556,69746.23,1992.75
2024-06-01,2024-06-01,236,123,123,123,0,0.521186,0.521186,1.0,152006.23,1235.82
2024-06-01,2024-07-01,236,110,123,67,43,0.521186,0.466102,0.544715,144160.07,1310.55
2024-06-01,2024-08-01,236,106,123,59,47,0.521186,0.449153,0.479675,166028.39,1566.31
2024-06-01,2024-09-01,236,103,123,57,46,0.521186,0.436441,0.463415,220296.42,2138.8
2024-06-01,2024-10-01,236,92,123,48,44,0.521186,0.389831,0.390244,139190.61,1512.94
2024-06-01,2024-11-01,236,77,123,43,34,0.521186,0.326271,0.349593,102737.0,1334.25
2024-06-01,2024-12-01,236,95,123,51,44,0.521186,0.402542,0.414634,136486.41,1436.7
2024-06-01,2025-01-01,236,72,123,42,30,0.521186,0.305085,0.341463,81237.88,1128.3
2024-06-01,2025-02-01,236,70,123,36,34,0.521186,0.29661,0.292683,100901.8,1441.45
2024-06-01,2025-03-01,236,71,123,45,26,0.521186,0.300847,0.365854,100296.66,1412.63
2024-06-01,2025-04-01,236,61,123,34,27,0.521186,0.258475,0.276423,127931.42,2097.24
2024-06-01,2025-05-01,236,53,123,32,21,0.521186,0.224576,0.260163,50393.74,950.83
2024-06-01,2025-06-01,236,52,123,26,26,0.521186,0.220339,0.211382,102012.17,1961.77
2024-06-01,2025-07-01,236,59,123,30,29,0.521186,0.25,0.243902,84546.17,1432.99
2024-06-01,2025-08-01,236,53,123,29,24,0.521186,0.224576,0.235772,87228.82,1645.83
2024-06-01,2025-09-01,236,52,123,30,22,0.521186,0.220339,0.243902,95586.3,1838.2
2024-06-01,2025-10-01,236,46,123,26,20,0.521186,0.194915,0.211382,112995.5,2456.42
2024-06-01,2025-11-01,236,45,123,21,24,0.521186,0.190678,0.170732,65725.7,1460.57
2024-06-01,2025-12-01,236,42,123,21,21,0.521186,0.177966,0.170732,54113.31,1288.41
2024-07-01,2024-07-01,217,117,117,117,0,0.539171,0.539171,1.0,199878.18,1708.36
2024-07-01,2024-08-01,217,114,117,63,51,0.539171,0.525346,0.538462,137925.59,1209.87
2024-07-01,2024-09-01,217,104,117,55,49,0.539171,0.479263,0.470085,138327.31,1330.07
2024-07-01,2024-10-01,217,106,117,58,48,0.539171,0.488479,0.495726,168952.22,1593.89
2024-07-01,2024-11-01,217,88,117,44,44,0.539171,0.40553,0.376068,144911.59,1646.72
2024-07-01,2024-12-01,217,95,117,47,48,0.539171,0.437788,0.401709,112307.98,1182.19
2024-07-01,2025-01-01,217,71,117,35,36,0.539171,0.327189,0.299145,69730.34,982.12
2024-07-01,2025-02-01,217,70,117,33,37,0.539171,0.322581,0.282051,74409.94,1063.0
2024-07-01,2025-03-01,217,70,117,33,37,0.539171,0.322581,0.282051,145162.35,2073.75
2024-07-01,2025-04-01,217,58,117,32,26,0.539171,0.267281,0.273504,83729.14,1443.61
2024-07-01,2025-05-01,217,60,117,37,23,0.539171,0.276498,0.316239,75676.93,1261.28
2024-07-01,2025-06-01,217,48,117,22,26,0.539171,0.221198,0.188034,78004.69,1625.1
2024-07-01,2025-07-01,217,46,117,22,24,0.539171,0.211982,0.188034,72216.32,1569.92
2024-07-01,2025-08-01,217,44,117,20,24,0.539171,0.202765,0.17094,65030.13,1477.96
2024-07-01,2025-09-01,217,37,117,16,21,0.539171,0.170507,0.136752,88565.59,2393.66
2024-07-01,2025-10-01,217,24,117,10,14,0.539171,0.110599,0.08547,33812.64,1408.86
2024-07-01,2025-11-01,217,42,117,19,23,0.539171,0.193548,0.162393,42116.54,1002.77
2024-07-01,2025-12-01,217,28,117,8,20,0.539171,0.129032,0.068376,53561.86,1912.92
2024-08-01,2024-08-01,234,122,122,122,0,0.521368,0.521368,1.0,196233.85,1608.47
2024-08-01,2024-09-01,234,113,122,58,55,0.521368,0.482906,0.47541,145209.19,1285.04
2024-08-01,2024-10-01,234,108,122,61,47,0.521368,0.461538,0.5,125851.55,1165.29
2024-08-01,2024-11-01,234,91,122,47,44,0.521368,0.388889,0.385246,149212.06,1639.69
2024-08-01,2024-12-01,234,90,122,53,37,0.521368,0.384615,0.434426,117428.0,1304.76
2024-08-01,2025-01-01,234,96,122,58,38,0.521368,0.410256,0.47541,226558.96,2359.99
2024-08-01,2025-02-01,234,91,122,49,42,0.521368,0.388889,0.401639,139939.92,1537.8
2024-08-01,2025-03-01,234,72,122,39,33,0.521368,0.307692,0.319672,125196.56,1738.84
2024-08-01,2025-04-01,234,70,122,37,33,0.521368,0.299145,0.303279,92001.14,1314.3
2024-08-01,2025-05-01,234,65,122,39,26,0.521368,0.277778,0.319672,117578.88,1808.91
2024-08-01,2025-06-01,234,57,122,36,21,0.521368,0.24359,0.295082,102129.66,1791.75
2024-08-01,2025-07-01,234,50,122,29,21,0.521368,0.213675,0.237705,72342.93,1446.86
2024-08-01,2025-08-01,234,45,122,21,24,0.521368,0.192308,0.172131,61896.28,1375.47
2024-08-01,2025-09-01,234,40,122,23,17,0.521368,0.17094,0.188525,125123.28,3128.08
2024-08-01,2025-10-01,234,38,122,22,16,0.521368,0.162393,0.180328,54598.62,1436.81
2024-08-01,2025-11-01,234,29,122,21,8,0.521368,0.123932,0.172131,67496.26,2327.46
2024-08-01,2025-12-01,234,37,122,24,13,0.521368,0.15812,0.196721,55022.1,1487.08
2024-09-01,2024-09-01,221,97,97,97,0,0.438914,0.438914,1.0,126538.53,1304.52
2024-09-01,2024-10-01,221,99,97,51,48,0.438914,0.447964,0.525773,123452.09,1246.99
2024-09-01,2024-11-01,221,113,97,52,61,0.438914,0.511312,0.536082,91645.24,811.02
2024-09-01,2024-12-01,221,97,97,39,58,0.438914,0.438914,0.402062,99090.21,1021.55
2024-09-01,2025-01-01,221,99,97,46,53,0.438914,0.447964,0.474227,100527.1,1015.43
2024-09-01,2025-02-01,221,88,97,41,47,0.438914,0.39819,0.42268,117101.43,1330.7
2024-09-01,2025-03-01,221,85,97,35,50,0.438914,0.384615,0.360825,72626.6,854.43
2024-09-01,2025-04-01,221,74,97,31,43,0.438914,0.334842,0.319588,89581.87,1210.57
2024-09-01,2025-05-01,221,72,97,32,40,0.438914,0.325792,0.329897,94047.14,1306.21
2024-09-01,2025-06-01,221,63,97,26,37,0.438914,0.285068,0.268041,100093.97,1588.79
2024-09-01,2025-07-01,221,58,97,29,29,0.438914,0.262443,0.298969,81893.77,1411.96
2024-09-01,2025-08-01,221,53,97,26,27,0.438914,0.239819,0.268041,74148.77,1399.03
2024-09-01,2025-09-01,221,53,97,26,27,0.438914,0.239819,0.268041,65887.52,1243.16
2024-09-01,2025-10-01,221,37,97,18,19,0.438914,0.167421,0.185567,44858.9,1212.4
2024-09-01,2025-11-01,221,45,97,20,25,0.438914,0.20362,0.206186,50983.48,1132.97
2024-09-01,2025-12-01,221,42,97,21,21,0.438914,0.190045,0.216495,63311.02,1507.41
2024-10-01,2024-10-01,249,134,134,134,0,0.538153,0.538153,1.0,258957.3,1932.52
2024-10-01,2024-11-01,249,125,134,70,55,0.538153,0.502008,0.522388,179443.07,1435.54
2024-10-01,2024-12-01,249,121,134,64,57,0.538153,0.485944,0.477612,154302.54,1275.23
2024-10-01,2025-01-01,249,115,134,67,48,0.538153,0.461847,0.5,167917.87,1460.16
2024-10-01,2025-02-01,249,100,134,54,46,0.538153,0.401606,0.402985,172263.67,1722.64
2024-10-01,2025-03-01,249,94,134,50,44,0.538153,0.37751,0.373134,140590.32,1495.64
2024-10-01,2025-04-01,249,88,134,51,37,0.538153,0.353414,0.380597,181948.33,2067.59
2024-10-01,2025-05-01,249,74,134,51,23,0.538153,0.297189,0.380597,113032.32,1527.46
2024-10-01,2025-06-01,249,79,134,43,36,0.538153,0.317269,0.320896,148643.09,1881.56
2024-10-01,2025-07-01,249,79,134,39,40,0.538153,0.317269,0.291045,118183.97,1496.0
2024-10-01,2025-08-01,249,52,134,31,21,0.538153,0.208835,0.231343,68583.42,1318.91
2024-10-01,2025-09-01,249,63,134,36,27,0.538153,0.253012,0.268657,93346.32,1481.69
2024-10-01,2025-10-01,249,57,134,31,26,0.538153,0.228916,0.231343,85605.09,1501.84
2024-10-01,2025-11-01,249,60,134,31,29,0.538153,0.240964,0.231343,100741.53,1679.03
2024-10-01,2025-12-01,249,57,134,34,23,0.538153,0.228916,0.253731,87560.51,1536.15
2024-11-01,2024-11-01,238,120,120,120,0,0.504202,0.504202,1.0,147714.59,1230.95
2024-11-01,2024-12-01,238,124,120,61,63,0.504202,0.521008,0.508333,152862.05,1232.76
2024-11-01,2025-01-01,238,104,120,44,60,0.504202,0.436975,0.366667,122625.49,1179.09
2024-11-01,2025-02-01,238,98,120,48,50,0.504202,0.411765,0.4,169428.9,1728.87
2024-11-01,2025-03-01,238,89,120,45,44,0.504202,0.37395,0.375,117016.54,1314.79
2024-11-01,2025-04-01,238,97,120,50,47,0.504202,0.407563,0.416667,118425.73,1220.88
2024-11-01,2025-05-01,238,78,120,43,35,0.504202,0.327731,0.358333,86598.78,1110.24
2024-11-01,2025-06-01,238,56,120,25,31,0.504202,0.235294,0.208333,172281.14,3076.45
2024-11-01,2025-07-01,238,66,120,36,30,0.504202,0.277311,0.3,118819.16,1800.29
