experiment_id,customer_id,acquisition_channel,assignment,assigned_date,outcome_window_days,converted,pre_period_contribution,observed_contribution
EXP-PAID-SEARCH-2025H2,C0004142,paid_search,treatment,2025-07-11,90,True,560.54,847.4
EXP-PAID-SEARCH-2025H2,C0004143,paid_search,treatment,2025-07-15,90,False,263.69,0.0
EXP-PAID-SEARCH-2025H2,C0004146,paid_search,treatment,2025-07-17,90,True,94.04,145.16
EXP-PAID-SEARCH-2025H2,C0004148,paid_search,control,2025-07-22,90,True,57.57,38.97
EXP-PAID-SEARCH-2025H2,C0004150,paid_search,treatment,2025-07-11,90,True,225.34,233.54
EXP-PAID-SEARCH-2025H2,C0004162,paid_search,control,2025-07-01,90,False,140.75,0.0
EXP-PAID-SEARCH-2025H2,C0004167,paid_search,control,2025-07-05,90,False,70.86,0.0
EXP-PAID-SEARCH-2025H2,C0004170,paid_search,control,2025-07-21,90,False,161.53,0.0
EXP-PAID-SEARCH-2025H2,C0004175,paid_search,control,2025-07-05,90,False,66.88,0.0
EXP-PAID-SEARCH-2025H2,C0004176,paid_search,control,2025-07-26,90,False,48.4,0.0
EXP-PAID-SEARCH-2025H2,C0004179,paid_search,treatment,2025-07-02,90,False,77.03,0.0
EXP-PAID-SEARCH-2025H2,C0004184,paid_search,treatment,2025-07-17,90,False,52.46,0.0
EXP-PAID-SEARCH-2025H2,C0004199,paid_search,control,2025-07-01,90,False,72.68,0.0
EXP-PAID-SEARCH-2025H2,C0004204,paid_search,control,2025-07-06,90,False,124.13,0.0
EXP-PAID-SEARCH-2025H2,C0004224,paid_search,treatment,2025-07-14,90,True,91.58,89.34
EXP-PAID-SEARCH-2025H2,C0004236,paid_search,control,2025-07-04,90,False,51.15,0.0
EXP-PAID-SEARCH-2025H2,C0004237,paid_search,control,2025-07-01,90,False,170.41,0.0
EXP-PAID-SEARCH-2025H2,C0004240,paid_search,control,2025-07-03,90,False,100.44,0.0
EXP-PAID-SEARCH-2025H2,C0004244,paid_search,control,2025-07-26,90,False,87.45,0.0
EXP-PAID-SEARCH-2025H2,C0004248,paid_search,treatment,2025-07-06,90,True,77.66,69.76
EXP-PAID-SEARCH-2025H2,C0004259,paid_search,treatment,2025-07-24,90,False,102.28,0.0
EXP-PAID-SEARCH-2025H2,C0004262,paid_search,treatment,2025-07-23,90,True,793.86,965.53
EXP-PAID-SEARCH-2025H2,C0004265,paid_search,control,2025-07-04,90,False,101.94,0.0
EXP-PAID-SEARCH-2025H2,C0004274,paid_search,control,2025-07-27,90,False,64.02,0.0
EXP-PAID-SEARCH-2025H2,C0004284,paid_search,treatment,2025-07-13,90,True,126.91,223.91
EXP-PAID-SEARCH-2025H2,C0004294,paid_search,control,2025-07-21,90,True,92.67,66.62
EXP-PAID-SEARCH-2025H2,C0004298,paid_search,treatment,2025-07-06,90,False,191.08,0.0
EXP-PAID-SEARCH-2025H2,C0004308,paid_search,treatment,2025-07-23,90,False,1138.63,0.0
EXP-PAID-SEARCH-2025H2,C0004309,paid_search,treatment,2025-07-03,90,True,190.94,169.02
EXP-PAID-SEARCH-2025H2,C0004313,paid_search,control,2025-07-04,90,True,91.97,64.69
EXP-PAID-SEARCH-2025H2,C0004321,paid_search,control,2025-07-11,90,True,258.09,321.55
EXP-PAID-SEARCH-2025H2,C0004328,paid_search,treatment,2025-07-24,90,False,427.59,0.0
EXP-PAID-SEARCH-2025H2,C0004329,paid_search,control,2025-07-18,90,False,130.59,0.0
EXP-PAID-SEARCH-2025H2,C0004340,paid_search,treatment,2025-07-12,90,False,123.83,0.0
EXP-PAID-SEARCH-2025H2,C0004341,paid_search,control,2025-07-27,90,False,89.56,0.0
EXP-PAID-SEARCH-2025H2,C0004342,paid_search,control,2025-07-23,90,False,465.95,0.0
EXP-PAID-SEARCH-2025H2,C0004343,paid_search,treatment,2025-07-16,90,False,74.63,0.0
EXP-PAID-SEARCH-2025H2,C0004344,paid_search,control,2025-07-05,90,True,243.86,255.16
EXP-PAID-SEARCH-2025H2,C0004345,paid_search,treatment,2025-07-19,90,True,45.92,30.23
EXP-PAID-SEARCH-2025H2,C0004357,paid_search,treatment,2025-07-11,90,True,93.91,74.66
EXP-PAID-SEARCH-2025H2,C0004358,paid_search,treatment,2025-07-09,90,False,75.49,0.0
EXP-PAID-SEARCH-2025H2,C0004362,paid_search,treatment,2025-07-13,90,False,261.65,0.0
EXP-PAID-SEARCH-2025H2,C0004371,paid_search,control,2025-07-21,90,False,51.59,0.0
EXP-PAID-SEARCH-2025H2,C0004373,paid_search,treatment,2025-07-06,90,False,181.91,0.0
EXP-PAID-SEARCH-2025H2,C0004377,paid_search,treatment,2025-07-11,90,True,135.32,165.94
EXP-PAID-SEARCH-2025H2,C0004383,paid_search,treatment,2025-07-25,90,True,110.72,165.05
EXP-PAID-SEARCH-2025H2,C0004384,paid_search,control,2025-07-26,90,True,239.47,239.52
EXP-PAID-SEARCH-2025H2,C0004394,paid_search,treatment,2025-07-25,90,False,85.03,0.0
EXP-PAID-SEARCH-2025H2,C0004395,paid_search,treatment,2025-07-04,90,True,190.5,166.65
EXP-PAID-SEARCH-2025H2,C0004397,paid_search,control,2025-07-23,90,False,156.32,0.0
EXP-PAID-SEARCH-2025H2,C0004400,paid_search,treatment,2025-07-22,90,True,84.41,53.53
EXP-PAID-SEARCH-2025H2,C0004401,paid_search,treatment,2025-07-11,90,False,202.36,0.0
EXP-PAID-SEARCH-2025H2,C0004405,paid_search,control,2025-07-19,90,False,152.92,0.0
EXP-PAID-SEARCH-2025H2,C0004407,paid_search,control,2025-07-09,90,False,281.02,0.0
EXP-PAID-SEARCH-2025H2,C0004409,paid_search,control,2025-07-26,90,False,86.99,0.0
EXP-PAID-SEARCH-2025H2,C0004412,paid_search,control,2025-07-20,90,False,300.04,0.0
EXP-PAID-SEARCH-2025H2,C0004415,paid_search,control,2025-07-22,90,True,76.89,60.97
EXP-PAID-SEARCH-2025H2,C0004442,paid_search,treatment,2025-07-23,90,False,187.17,0.0
EXP-PAID-SEARCH-2025H2,C0004457,paid_search,treatment,2025-07-15,90,False,45.24,0.0
EXP-PAID-SEARCH-2025H2,C0004461,paid_search,control,2025-07-19,90,False,126.28,0.0
EXP-PAID-SEARCH-2025H2,C0004467,paid_search,treatment,2025-07-14,90,True,168.02,150.42
EXP-PAID-SEARCH-2025H2,C0004470,paid_search,treatment,2025-07-27,90,True,128.89,112.15
EXP-PAID-SEARCH-2025H2,C0004473,paid_search,treatment,2025-07-14,90,True,145.69,230.84
EXP-PAID-SEARCH-2025H2,C0004474,paid_search,treatment,2025-07-25,90,False,67.9,0.0
EXP-PAID-SEARCH-2025H2,C0004482,paid_search,treatment,2025-07-26,90,False,136.63,0.0
EXP-PAID-SEARCH-2025H2,C0004484,paid_search,treatment,2025-07-07,90,False,349.47,0.0
EXP-PAID-SEARCH-2025H2,C0004488,paid_search,control,2025-07-06,90,False,127.46,0.0
EXP-PAID-SEARCH-2025H2,C0004491,paid_search,treatment,2025-07-20,90,False,172.64,0.0
EXP-PAID-SEARCH-2025H2,C0004504,paid_search,control,2025-07-21,90,False,218.64,0.0
EXP-PAID-SEARCH-2025H2,C0004505,paid_search,treatment,2025-07-20,90,True,150.66,187.69
EXP-PAID-SEARCH-2025H2,C0004507,paid_search,treatment,2025-07-26,90,False,163.58,0.0
EXP-PAID-SEARCH-2025H2,C0004515,paid_search,control,2025-07-09,90,True,145.51,122.34
EXP-PAID-SEARCH-2025H2,C0004518,paid_search,control,2025-07-05,90,False,112.09,0.0
EXP-PAID-SEARCH-2025H2,C0004526,paid_search,control,2025-07-26,90,False,167.61,0.0
EXP-PAID-SEARCH-2025H2,C0004528,paid_search,treatment,2025-07-12,90,False,113.23,0.0
EXP-PAID-SEARCH-2025H2,C0004541,paid_search,treatment,2025-07-23,90,False,69.75,0.0
EXP-PAID-SEARCH-2025H2,C0004545,paid_search,control,2025-07-11,90,False,70.96,0.0
EXP-PAID-SEARCH-2025H2,C0004551,paid_search,control,2025-07-21,90,True,264.43,267.08
EXP-PAID-SEARCH-2025H2,C0004553,paid_search,control,2025-07-08,90,False,154.82,0.0
EXP-PAID-SEARCH-2025H2,C0004562,paid_search,control,2025-07-14,90,True,135.52,133.97
EXP-PAID-SEARCH-2025H2,C0004568,paid_search,treatment,2025-07-11,90,False,93.37,0.0
EXP-PAID-SEARCH-2025H2,C0004594,paid_search,treatment,2025-07-04,90,False,119.85,0.0
EXP-PAID-SEARCH-2025H2,C0004602,paid_search,treatment,2025-07-02,90,False,122.66,0.0
EXP-PAID-SEARCH-2025H2,C0004604,paid_search,treatment,2025-07-02,90,False,118.63,0.0
EXP-PAID-SEARCH-2025H2,C0004607,paid_search,control,2025-07-28,90,False,63.4,0.0
EXP-PAID-SEARCH-2025H2,C0004616,paid_search,control,2025-07-17,90,False,137.49,0.0
EXP-PAID-SEARCH-2025H2,C0004617,paid_search,control,2025-07-27,90,True,111.84,86.99
EXP-PAID-SEARCH-2025H2,C0004619,paid_search,treatment,2025-07-27,90,False,100.18,0.0
EXP-PAID-SEARCH-2025H2,C0004625,paid_search,control,2025-07-14,90,False,44.95,0.0
EXP-PAID-SEARCH-2025H2,C0004631,paid_search,treatment,2025-07-19,90,False,119.59,0.0
EXP-PAID-SEARCH-2025H2,C0004634,paid_search,control,2025-07-01,90,False,72.38,0.0
EXP-PAID-SEARCH-2025H2,C0004636,paid_search,treatment,2025-07-15,90,False,51.6,0.0
EXP-PAID-SEARCH-2025H2,C0004637,paid_search,treatment,2025-07-01,90,False,61.8,0.0
EXP-PAID-SEARCH-2025H2,C0004644,paid_search,treatment,2025-07-18,90,True,381.02,404.33
EXP-PAID-SEARCH-2025H2,C0004653,paid_search,control,2025-07-06,90,True,145.78,69.88
EXP-PAID-SEARCH-2025H2,C0004660,paid_search,control,2025-07-12,90,True,333.53,226.41
EXP-PAID-SEARCH-2025H2,C0004674,paid_search,treatment,2025-07-22,90,True,174.87,143.51
EXP-PAID-SEARCH-2025H2,C0004680,paid_search,treatment,2025-07-08,90,False,208.83,0.0
EXP-PAID-SEARCH-2025H2,C0004682,paid_search,treatment,2025-07-07,90,False,119.45,0.0
EXP-PAID-SEARCH-2025H2,C0004686,paid_search,control,2025-07-28,90,True,270.08,129.45
EXP-PAID-SEARCH-2025H2,C0004691,paid_search,control,2025-07-03,90,False,97.7,0.0
EXP-PAID-SEARCH-2025H2,C0004703,paid_search,treatment,2025-07-24,90,False,92.86,0.0
EXP-PAID-SEARCH-2025H2,C0004705,paid_search,control,2025-07-12,90,False,210.2,0.0
EXP-PAID-SEARCH-2025H2,C0004707,paid_search,treatment,2025-07-10,90,False,57.73,0.0
EXP-PAID-SEARCH-2025H2,C0004710,paid_search,treatment,2025-07-23,90,False,66.89,0.0
EXP-PAID-SEARCH-2025H2,C0004711,paid_search,treatment,2025-07-16,90,False,108.59,0.0
EXP-PAID-SEARCH-2025H2,C0004716,paid_search,control,2025-07-10,90,False,62.74,0.0
EXP-PAID-SEARCH-2025H2,C0004718,paid_search,control,2025-07-04,90,True,63.43,54.42
EXP-PAID-SEARCH-2025H2,C0004722,paid_search,control,2025-07-27,90,False,131.86,0.0
EXP-PAID-SEARCH-2025H2,C0004729,paid_search,control,2025-07-11,90,False,71.65,0.0
EXP-PAID-SEARCH-2025H2,C0004749,paid_search,treatment,2025-07-20,90,True,128.71,64.36
EXP-PAID-SEARCH-2025H2,C0004779,paid_search,treatment,2025-07-22,90,False,55.27,0.0
EXP-PAID-SEARCH-2025H2,C0004788,paid_search,control,2025-07-17,90,True,73.94,35.47
EXP-PAID-SEARCH-2025H2,C0004789,paid_search,control,2025-07-27,90,False,399.37,0.0
EXP-PAID-SEARCH-2025H2,C0004795,paid_search,control,2025-07-22,90,False,47.11,0.0
EXP-PAID-SEARCH-2025H2,C0004799,paid_search,control,2025-07-26,90,True,79.0,39.45
EXP-PAID-SEARCH-2025H2,C0004803,paid_search,treatment,2025-07-26,90,True,181.22,104.23
EXP-PAID-SEARCH-2025H2,C0004806,paid_search,control,2025-07-22,90,False,52.42,0.0
EXP-PAID-SEARCH-2025H2,C0004807,paid_search,treatment,2025-07-24,90,True,592.66,311.22
EXP-PAID-SEARCH-2025H2,C0004811,paid_search,treatment,2025-07-02,90,False,374.81,0.0
EXP-PAID-SEARCH-2025H2,C0004830,paid_search,treatment,2025-07-28,90,True,76.94,89.67
EXP-PAID-SEARCH-2025H2,C0004831,paid_search,control,2025-07-03,90,False,345.37,0.0
EXP-PAID-SEARCH-2025H2,C0004832,paid_search,control,2025-07-23,90,True,334.75,402.25
EXP-PAID-SEARCH-2025H2,C0004841,paid_search,control,2025-07-02,90,True,103.76,59.67
EXP-PAID-SEARCH-2025H2,C0004846,paid_search,treatment,2025-07-14,90,False,191.53,0.0
EXP-PAID-SEARCH-2025H2,C0004848,paid_search,treatment,2025-07-23,90,False,89.82,0.0
EXP-PAID-SEARCH-2025H2,C0004850,paid_search,treatment,2025-07-01,90,False,103.32,0.0
EXP-PAID-SEARCH-2025H2,C0004865,paid_search,treatment,2025-07-13,90,False,150.55,0.0
EXP-PAID-SEARCH-2025H2,C0004866,paid_search,treatment,2025-07-11,90,False,234.89,0.0
EXP-PAID-SEARCH-2025H2,C0004877,paid_search,treatment,2025-07-10,90,True,89.14,67.88
EXP-PAID-SEARCH-2025H2,C0004890,paid_search,control,2025-07-07,90,False,77.21,0.0
EXP-PAID-SEARCH-2025H2,C0004895,paid_search,treatment,2025-07-13,90,False,143.7,0.0
EXP-PAID-SEARCH-2025H2,C0004905,paid_search,control,2025-07-17,90,False,155.54,0.0
EXP-PAID-SEARCH-2025H2,C0004912,paid_search,control,2025-07-16,90,True,147.82,90.35
EXP-PAID-SEARCH-2025H2,C0004914,paid_search,treatment,2025-07-15,90,True,243.2,287.81
EXP-PAID-SEARCH-2025H2,C0004917,paid_search,control,2025-07-20,90,False,191.16,0.0
EXP-PAID-SEARCH-2025H2,C0004948,paid_search,treatment,2025-07-28,90,False,84.19,0.0
EXP-PAID-SEARCH-2025H2,C0004960,paid_search,control,2025-07-15,90,False,251.9,0.0
EXP-PAID-SEARCH-2025H2,C0004969,paid_search,control,2025-07-12,90,False,83.82,0.0
EXP-PAID-SEARCH-2025H2,C0004987,paid_search,treatment,2025-07-07,90,True,93.9,65.02
EXP-PAID-SEARCH-2025H2,C0004990,paid_search,control,2025-07-26,90,False,66.99,0.0
EXP-PAID-SEARCH-2025H2,C0004996,paid_search,control,2025-07-23,90,True,98.29,56.93
EXP-PAID-SEARCH-2025H2,C0004999,paid_search,treatment,2025-07-03,90,True,119.38,100.82
EXP-PAID-SEARCH-2025H2,C0005004,paid_search,treatment,2025-07-06,90,False,60.95,0.0
EXP-PAID-SEARCH-2025H2,C0005005,paid_search,treatment,2025-07-20,90,False,64.47,0.0
EXP-PAID-SEARCH-2025H2,C0005033,paid_search,treatment,2025-07-05,90,False,51.78,0.0
EXP-PAID-SEARCH-2025H2,C0005061,paid_search,control,2025-07-27,90,False,148.41,0.0
EXP-PAID-SEARCH-2025H2,C0005062,paid_search,control,2025-07-06,90,False,106.21,0.0
EXP-PAID-SEARCH-2025H2,C0005087,paid_search,control,2025-07-16,90,False,251.13,0.0
EXP-PAID-SEARCH-2025H2,C0005088,paid_search,control,2025-07-04,90,True,419.26,292.35
EXP-PAID-SEARCH-2025H2,C0005090,paid_search,control,2025-07-24,90,False,85.19,0.0
EXP-PAID-SEARCH-2025H2,C0005095,paid_search,control,2025-07-02,90,False,81.65,0.0
EXP-PAID-SEARCH-2025H2,C0005102,paid_search,control,2025-07-10,90,False,71.07,0.0
EXP-PAID-SEARCH-2025H2,C0005116,paid_search,treatment,2025-07-21,90,True,784.62,500.57
EXP-PAID-SEARCH-2025H2,C0005118,paid_search,treatment,2025-07-05,90,False,68.4,0.0
EXP-PAID-SEARCH-2025H2,C0005139,paid_search,treatment,2025-07-06,90,True,58.07,46.11
EXP-PAID-SEARCH-2025H2,C0005142,paid_search,treatment,2025-07-09,90,False,132.74,0.0
EXP-PAID-SEARCH-2025H2,C0005165,paid_search,control,2025-07-02,90,False,61.6,0.0
EXP-PAID-SEARCH-2025H2,C0005180,paid_search,treatment,2025-07-22,90,False,376.74,0.0
EXP-PAID-SEARCH-2025H2,C0005191,paid_search,control,2025-07-21,90,False,195.47,0.0
EXP-PAID-SEARCH-2025H2,C0005197,paid_search,control,2025-07-07,90,False,47.66,0.0
EXP-PAID-SEARCH-2025H2,C0005206,paid_search,control,2025-07-06,90,False,149.49,0.0
EXP-PAID-SEARCH-2025H2,C0005209,paid_search,control,2025-07-10,90,False,454.74,0.0
EXP-PAID-SEARCH-2025H2,C0005213,paid_search,control,2025-07-04,90,True,221.26,148.77
EXP-PAID-SEARCH-2025H2,C0005220,paid_search,treatment,2025-07-15,90,False,48.56,0.0
EXP-PAID-SEARCH-2025H2,C0005232,paid_search,treatment,2025-07-13,90,False,103.25,0.0
EXP-PAID-SEARCH-2025H2,C0005234,paid_search,treatment,2025-07-01,90,True,114.63,89.67
EXP-PAID-SEARCH-2025H2,C0005235,paid_search,treatment,2025-07-27,90,False,468.17,0.0
EXP-PAID-SEARCH-2025H2,C0005240,paid_search,treatment,2025-07-12,90,False,203.27,0.0
EXP-PAID-SEARCH-2025H2,C0005244,paid_search,control,2025-07-26,90,False,234.89,0.0
EXP-PAID-SEARCH-2025H2,C0005249,paid_search,control,2025-07-13,90,False,140.91,0.0
EXP-PAID-SEARCH-2025H2,C0005252,paid_search,treatment,2025-07-21,90,False,735.13,0.0
EXP-PAID-SEARCH-2025H2,C0005257,paid_search,treatment,2025-07-27,90,True,199.54,145.96
EXP-PAID-SEARCH-2025H2,C0005263,paid_search,control,2025-07-10,90,False,140.41,0.0
EXP-PAID-SEARCH-2025H2,C0005264,paid_search,treatment,2025-07-02,90,False,117.85,0.0
EXP-PAID-SEARCH-2025H2,C0005278,paid_search,control,2025-07-04,90,False,227.37,0.0
EXP-PAID-SEARCH-2025H2,C0005288,paid_search,control,2025-07-21,90,False,96.0,0.0
EXP-PAID-SEARCH-2025H2,C0005299,paid_search,treatment,2025-07-19,90,False,119.35,0.0
EXP-PAID-SEARCH-2025H2,C0005312,paid_search,treatment,2025-07-20,90,False,105.92,0.0
EXP-PAID-SEARCH-2025H2,C0005316,paid_search,control,2025-07-28,90,True,124.34,150.1
EXP-PAID-SEARCH-2025H2,C0005328,paid_search,control,2025-07-21,90,True,93.18,104.13
EXP-PAID-SEARCH-2025H2,C0005331,paid_search,control,2025-07-12,90,False,61.54,0.0
EXP-PAID-SEARCH-2025H2,C0005334,paid_search,control,2025-07-28,90,False,118.23,0.0
EXP-PAID-SEARCH-2025H2,C0005335,paid_search,treatment,2025-07-05,90,False,52.79,0.0
EXP-PAID-SEARCH-2025H2,C0005336,paid_search,treatment,2025-07-06,90,False,90.32,0.0
EXP-PAID-SEARCH-2025H2,C0005347,paid_search,treatment,2025-07-03,90,True,97.33,64.48
EXP-PAID-SEARCH-2025H2,C0005354,paid_search,control,2025-07-24,90,False,107.86,0.0
EXP-PAID-SEARCH-2025H2,C0005359,paid_search,treatment,2025-07-15,90,True,90.68,70.08
EXP-PAID-SEARCH-2025H2,C0005361,paid_search,control,2025-07-11,90,False,37.8,0.0
EXP-PAID-SEARCH-2025H2,C0005362,paid_search,control,2025-07-11,90,False,618.21,0.0
EXP-PAID-SEARCH-2025H2,C0005365,paid_search,treatment,2025-07-03,90,False,511.99,0.0
EXP-PAID-SEARCH-2025H2,C0005374,paid_search,treatment,2025-07-11,90,False,98.27,0.0
EXP-PAID-SEARCH-2025H2,C0005375,paid_search,control,2025-07-28,90,False,216.53,0.0
EXP-PAID-SEARCH-2025H2,C0005384,paid_search,treatment,2025-07-09,90,True,90.45,75.37
EXP-PAID-SEARCH-2025H2,C0005390,paid_search,control,2025-07-17,90,False,404.13,0.0
EXP-PAID-SEARCH-2025H2,C0005396,paid_search,control,2025-07-24,90,False,134.32,0.0
EXP-PAID-SEARCH-2025H2,C0005399,paid_search,treatment,2025-07-07,90,True,166.9,77.94
EXP-PAID-SEARCH-2025H2,C0005401,paid_search,treatment,2025-07-19,90,False,86.18,0.0
EXP-PAID-SEARCH-2025H2,C0005413,paid_search,treatment,2025-07-16,90,False,85.74,0.0
EXP-PAID-SEARCH-2025H2,C0005415,paid_search,control,2025-07-28,90,False,502.81,0.0
EXP-PAID-SEARCH-2025H2,C0005425,paid_search,treatment,2025-07-18,90,False,873.82,0.0
EXP-PAID-SEARCH-2025H2,C0005427,paid_search,control,2025-07-18,90,True,80.71,95.2
EXP-PAID-SEARCH-2025H2,C0005435,paid_search,treatment,2025-07-22,90,False,165.78,0.0
EXP-PAID-SEARCH-2025H2,C0005437,paid_search,control,2025-07-01,90,False,129.8,0.0
EXP-PAID-SEARCH-2025H2,C0005441,paid_search,treatment,2025-07-24,90,False,67.18,0.0
EXP-PAID-SEARCH-2025H2,C0005443,paid_search,control,2025-07-10,90,False,741.3,0.0
EXP-PAID-SEARCH-2025H2,C0005453,paid_search,control,2025-07-16,90,False,49.81,0.0
EXP-PAID-SEARCH-2025H2,C0005456,paid_search,treatment,2025-07-19,90,False,65.11,0.0
EXP-PAID-SEARCH-2025H2,C0005464,paid_search,treatment,2025-07-09,90,True,303.55,218.93
EXP-PAID-SEARCH-2025H2,C0005467,paid_search,control,2025-07-22,90,False,184.8,0.0
EXP-PAID-SEARCH-2025H2,C0005472,paid_search,control,2025-07-01,90,True,96.25,104.07
EXP-PAID-SEARCH-2025H2,C0005473,paid_search,treatment,2025-07-18,90,False,1051.89,0.0
EXP-PAID-SEARCH-2025H2,C0005474,paid_search,treatment,2025-07-22,90,False,396.11,0.0
EXP-PAID-SEARCH-2025H2,C0005479,paid_search,treatment,2025-07-17,90,False,58.01,0.0
EXP-PAID-SEARCH-2025H2,C0005490,paid_search,control,2025-07-10,90,True,71.79,46.09
EXP-PAID-SEARCH-2025H2,C0005519,paid_search,treatment,2025-07-17,90,True,170.83,110.05
EXP-PAID-SEARCH-2025H2,C0005530,paid_search,control,2025-07-16,90,False,126.74,0.0
EXP-PAID-SEARCH-2025H2,C0005531,paid_search,control,2025-07-06,90,False,180.96,0.0
EXP-PAID-SEARCH-2025H2,C0005532,paid_search,treatment,2025-07-01,90,False,215.04,0.0
EXP-PAID-SEARCH-2025H2,C0005548,paid_search,treatment,2025-07-28,90,True,106.41,85.69
EXP-PAID-SEARCH-2025H2,C0005549,paid_search,treatment,2025-07-23,90,True,117.56,79.53
EXP-PAID-SEARCH-2025H2,C0005550,paid_search,control,2025-07-26,90,False,73.34,0.0
EXP-PAID-SEARCH-2025H2,C0005552,paid_search,treatment,2025-07-14,90,True,291.17,571.81
EXP-PAID-SEARCH-2025H2,C0005568,paid_search,control,2025-07-07,90,False,111.33,0.0
EXP-PAID-SEARCH-2025H2,C0005574,paid_search,control,2025-07-20,90,False,130.46,0.0
EXP-PAID-SEARCH-2025H2,C0005578,paid_search,control,2025-07-05,90,False,54.53,0.0
EXP-PAID-SEARCH-2025H2,C0005595,paid_search,treatment,2025-07-28,90,True,300.55,304.78
EXP-PAID-SEARCH-2025H2,C0005597,paid_search,treatment,2025-07-26,90,False,93.14,0.0
EXP-PAID-SEARCH-2025H2,C0005607,paid_search,control,2025-07-06,90,True,102.0,123.48
EXP-PAID-SEARCH-2025H2,C0005611,paid_search,treatment,2025-07-15,90,True,287.1,241.89
EXP-PAID-SEARCH-2025H2,C0005616,paid_search,treatment,2025-07-05,90,False,198.58,0.0
EXP-PAID-SEARCH-2025H2,C0005626,paid_search,control,2025-07-11,90,False,229.3,0.0
EXP-PAID-SEARCH-2025H2,C0005631,paid_search,treatment,2025-07-14,90,True,160.51,188.02
EXP-PAID-SEARCH-2025H2,C0005632,paid_search,treatment,2025-07-27,90,False,111.08,0.0
EXP-PAID-SEARCH-2025H2,C0005652,paid_search,treatment,2025-07-26,90,True,171.13,131.57
EXP-PAID-SEARCH-2025H2,C0005660,paid_search,control,2025-07-25,90,False,212.1,0.0
EXP-PAID-SEARCH-2025H2,C0005665,paid_search,control,2025-07-01,90,False,53.74,0.0
EXP-PAID-SEARCH-2025H2,C0005667,paid_search,control,2025-07-02,90,False,142.74,0.0
EXP-PAID-SEARCH-2025H2,C0005670,paid_search,treatment,2025-07-12,90,True,78.33,83.03
EXP-PAID-SEARCH-2025H2,C0005672,paid_search,control,2025-07-17,90,False,69.08,0.0
EXP-PAID-SEARCH-2025H2,C0005679,paid_search,treatment,2025-07-27,90,False,78.2,0.0
EXP-PAID-SEARCH-2025H2,C0005687,paid_search,control,2025-07-26,90,False,496.41,0.0
EXP-PAID-SEARCH-2025H2,C0005692,paid_search,treatment,2025-07-02,90,False,294.2,0.0
EXP-PAID-SEARCH-2025H2,C0005697,paid_search,treatment,2025-07-18,90,True,124.15,219.05
EXP-PAID-SEARCH-2025H2,C0005705,paid_search,treatment,2025-07-27,90,True,80.39,126.07
EXP-PAID-SEARCH-2025H2,C0005706,paid_search,control,2025-07-27,90,False,343.45,0.0
EXP-PAID-SEARCH-2025H2,C0005716,paid_search,control,2025-07-05,90,False,51.15,0.0
EXP-PAID-SEARCH-2025H2,C0005722,paid_search,control,2025-07-28,90,False,597.59,0.0
EXP-PAID-SEARCH-2025H2,C0005725,paid_search,treatment,2025-07-20,90,False,464.38,0.0
EXP-PAID-SEARCH-2025H2,C0005732,paid_search,treatment,2025-07-02,90,False,43.7,0.0
EXP-PAID-SEARCH-2025H2,C0005759,paid_search,treatment,2025-07-01,90,False,111.3,0.0
EXP-PAID-SEARCH-2025H2,C0005769,paid_search,treatment,2025-07-19,90,False,87.67,0.0
EXP-PAID-SEARCH-2025H2,C0005780,paid_search,control,2025-07-20,90,False,120.18,0.0
EXP-PAID-SEARCH-2025H2,C0005798,paid_search,treatment,2025-07-19,90,True,91.63,181.86
EXP-PAID-SEARCH-2025H2,C0005801,paid_search,control,2025-07-18,90,False,82.15,0.0
EXP-PAID-SEARCH-2025H2,C0005804,paid_search,treatment,2025-07-06,90,False,110.52,0.0
EXP-PAID-SEARCH-2025H2,C0005808,paid_search,treatment,2025-07-28,90,False,171.02,0.0
EXP-PAID-SEARCH-2025H2,C0005814,paid_search,control,2025-07-01,90,True,111.45,97.69
EXP-PAID-SEARCH-2025H2,C0005815,paid_search,treatment,2025-07-01,90,False,117.79,0.0
EXP-PAID-SEARCH-2025H2,C0005821,paid_search,control,2025-07-03,90,True,111.19,114.89
EXP-PAID-SEARCH-2025H2,C0005828,paid_search,control,2025-07-02,90,True,180.45,243.62
EXP-PAID-SEARCH-2025H2,C0005834,paid_search,treatment,2025-07-04,90,False,71.54,0.0
EXP-PAID-SEARCH-2025H2,C0005841,paid_search,treatment,2025-07-06,90,False,289.69,0.0
EXP-PAID-SEARCH-2025H2,C0005847,paid_search,control,2025-07-23,90,False,65.12,0.0
EXP-PAID-SEARCH-2025H2,C0005849,paid_search,control,2025-07-01,90,False,171.59,0.0
EXP-PAID-SEARCH-2025H2,C0005850,paid_search,treatment,2025-07-15,90,False,61.83,0.0
EXP-PAID-SEARCH-2025H2,C0005858,paid_search,treatment,2025-07-23,90,False,92.05,0.0
EXP-PAID-SEARCH-2025H2,C0005865,paid_search,treatment,2025-07-14,90,True,669.04,627.37
EXP-PAID-SEARCH-2025H2,C0005879,paid_search,control,2025-07-12,90,False,73.41,0.0
EXP-PAID-SEARCH-2025H2,C0005883,paid_search,control,2025-07-09,90,False,101.38,0.0
EXP-PAID-SEARCH-2025H2,C0005884,paid_search,treatment,2025-07-23,90,True,176.27,142.52
EXP-PAID-SEARCH-2025H2,C0005893,paid_search,control,2025-07-18,90,False,132.79,0.0
EXP-PAID-SEARCH-2025H2,C0005897,paid_search,control,2025-07-25,90,False,947.25,0.0
