touchpoint_id,customer_id,touchpoint_date,acquisition_channel,touchpoint_order,is_conversion_touch
TP000020190,C0002225,2025-09-11,social_ads,1,False
TP000020191,C0002225,2025-09-13,paid_search,2,False
TP000020192,C0002225,2025-10-01,paid_search,3,False
TP000020193,C0002225,2025-10-19,paid_search,4,True
TP000005760,C0002226,2024-02-04,referral,1,False
TP000005761,C0002226,2024-02-19,paid_search,2,False
TP000005762,C0002226,2024-03-08,paid_search,3,True
TP000015912,C0002227,2025-04-21,paid_search,1,False
TP000015913,C0002227,2025-05-28,social_ads,2,True
TP000001544,C0002228,2023-04-14,social_ads,1,False
TP000001545,C0002228,2023-05-04,organic,2,True
TP000000889,C0002229,2023-01-28,referral,1,False
TP000000890,C0002229,2023-02-06,paid_search,2,False
TP000000891,C0002229,2023-02-15,referral,3,False
TP000000892,C0002229,2023-03-12,organic,4,True
TP000014822,C0002230,2025-04-21,organic,1,True
TP000007733,C0002231,2024-04-18,paid_search,1,False
TP000007734,C0002231,2024-05-11,social_ads,2,False
TP000007735,C0002231,2024-05-21,email,3,False
TP000007736,C0002231,2024-06-15,paid_search,4,True
TP000014836,C0002232,2025-02-27,organic,1,False
TP000014837,C0002232,2025-03-17,organic,2,False
TP000014838,C0002232,2025-03-28,paid_search,3,False
TP000014839,C0002232,2025-04-17,email,4,True
TP000002028,C0002233,2023-04-26,organic,1,False
TP000002029,C0002233,2023-05-10,organic,2,False
TP000002030,C0002233,2023-05-21,partners,3,False
TP000002031,C0002233,2023-06-22,paid_search,4,True
TP000021354,C0002234,2025-11-19,paid_search,1,False
TP000021355,C0002234,2025-11-20,paid_search,2,False
TP000021356,C0002234,2025-11-30,organic,3,True
TP000016876,C0002235,2025-05-23,paid_search,1,False
TP000016877,C0002235,2025-06-13,referral,2,False
TP000016878,C0002235,2025-06-19,referral,3,False
TP000016879,C0002235,2025-06-23,organic,4,True
TP000019703,C0002236,2025-08-15,email,1,False
TP000019704,C0002236,2025-10-07,referral,2,True
TP000002951,C0002237,2023-09-14,social_ads,1,True
TP000007301,C0002238,2024-05-24,organic,1,True
TP000008387,C0002239,2024-06-25,paid_search,1,False
TP000008388,C0002239,2024-07-19,organic,2,True
TP000012191,C0002240,2024-12-06,paid_search,1,False
TP000012192,C0002240,2024-12-12,social_ads,2,False
TP000012193,C0002240,2024-12-17,social_ads,3,False
TP000012194,C0002240,2025-01-19,paid_search,4,True
TP000006805,C0002241,2024-03-17,social_ads,1,False
TP000006806,C0002241,2024-04-30,organic,2,True
TP000001422,C0002242,2023-03-27,organic,1,False
TP000001423,C0002242,2023-04-25,paid_search,2,True
TP000008402,C0002243,2024-06-09,social_ads,1,False
TP000008403,C0002243,2024-06-30,partners,2,False
TP000008404,C0002243,2024-07-11,organic,3,False
TP000008405,C0002243,2024-07-17,referral,4,True
TP000005800,C0002244,2024-01-31,paid_search,1,False
TP000005801,C0002244,2024-02-21,referral,2,False
TP000005802,C0002244,2024-02-28,partners,3,False
TP000005803,C0002244,2024-03-13,referral,4,True
TP000008774,C0002245,2024-08-07,organic,1,True
TP000004456,C0002246,2023-12-22,social_ads,1,True
TP000005968,C0002247,2024-02-08,referral,1,False
TP000005969,C0002247,2024-03-14,paid_search,2,True
TP000014170,C0002248,2025-02-25,paid_search,1,False
TP000014171,C0002248,2025-03-07,paid_search,2,False
TP000014172,C0002248,2025-03-29,referral,3,True
TP000008833,C0002249,2024-08-11,paid_search,1,True
TP000007901,C0002250,2024-06-24,referral,1,True
TP000012113,C0002251,2024-11-25,paid_search,1,False
TP000012114,C0002251,2024-12-07,social_ads,2,False
TP000012115,C0002251,2025-01-20,social_ads,3,True
TP000017362,C0002252,2025-07-17,organic,1,True
TP000008652,C0002253,2024-06-28,organic,1,False
TP000008653,C0002253,2024-07-30,paid_search,2,True
TP000013263,C0002254,2025-02-16,referral,1,False
TP000013264,C0002254,2025-03-04,paid_search,2,True
TP000021702,C0002255,2025-12-09,social_ads,1,True
TP000011897,C0002256,2024-12-31,paid_search,1,False
TP000011898,C0002256,2025-01-09,paid_search,2,True
TP000020435,C0002257,2025-10-24,paid_search,1,False
TP000020436,C0002257,2025-10-27,paid_search,2,True
TP000017857,C0002258,2025-06-06,organic,1,False
TP000017858,C0002258,2025-06-15,social_ads,2,False
TP000017859,C0002258,2025-07-31,social_ads,3,True
TP000001371,C0002259,2023-03-18,social_ads,1,False
TP000001372,C0002259,2023-03-20,email,2,False
TP000001373,C0002259,2023-04-15,social_ads,3,False
TP000001374,C0002259,2023-04-18,referral,4,True
TP000009773,C0002260,2024-10-02,social_ads,1,True
TP000015799,C0002261,2025-04-06,organic,1,False
TP000015800,C0002261,2025-04-10,social_ads,2,False
TP000015801,C0002261,2025-05-04,social_ads,3,False
TP000015802,C0002261,2025-05-21,referral,4,True
TP000022128,C0002262,2025-11-05,social_ads,1,False
TP000022129,C0002262,2025-12-16,partners,2,True
TP000010430,C0002263,2024-09-25,referral,1,False
TP000010431,C0002263,2024-11-07,referral,2,True
TP000002010,C0002264,2023-06-22,social_ads,1,True
TP000012715,C0002265,2025-02-10,paid_search,1,True
TP000002738,C0002266,2023-06-29,social_ads,1,False
TP000002739,C0002266,2023-07-24,email,2,False
TP000002740,C0002266,2023-08-09,social_ads,3,False
TP000002741,C0002266,2023-08-26,paid_search,4,True
TP000016964,C0002267,2025-06-11,partners,1,False
TP000016965,C0002267,2025-07-02,referral,2,True
TP000011539,C0002268,2024-12-23,organic,1,True
TP000016319,C0002269,2025-05-01,referral,1,False
TP000016320,C0002269,2025-05-03,organic,2,False
TP000016321,C0002269,2025-06-11,paid_search,3,True
TP000019549,C0002270,2025-09-25,paid_search,1,True
TP000014230,C0002271,2025-04-05,social_ads,1,True
TP000013882,C0002272,2025-03-17,social_ads,1,True
TP000017026,C0002273,2025-05-21,referral,1,False
TP000017027,C0002273,2025-07-01,email,2,True
TP000018958,C0002274,2025-07-21,paid_search,1,False
TP000018959,C0002274,2025-09-11,paid_search,2,True
TP000019575,C0002275,2025-08-23,organic,1,False
TP000019576,C0002275,2025-09-07,organic,2,False
TP000019577,C0002275,2025-09-26,paid_search,3,True
TP000000845,C0002276,2023-03-12,social_ads,1,True
TP000012641,C0002277,2024-12-21,paid_search,1,False
TP000012642,C0002277,2025-01-03,partners,2,False
TP000012643,C0002277,2025-01-30,partners,3,False
TP000012644,C0002277,2025-02-05,paid_search,4,True
TP000004876,C0002278,2023-12-08,paid_search,1,False
TP000004877,C0002278,2023-12-23,email,2,False
TP000004878,C0002278,2023-12-29,social_ads,3,False
TP000004879,C0002278,2024-01-18,paid_search,4,True
TP000019363,C0002279,2025-09-22,social_ads,1,True
TP000014667,C0002280,2025-03-12,paid_search,1,False
TP000014668,C0002280,2025-04-12,social_ads,2,True
TP000009584,C0002281,2024-08-20,paid_search,1,False
TP000009585,C0002281,2024-09-22,paid_search,2,True
TP000004221,C0002282,2023-10-18,email,1,False
TP000004222,C0002282,2023-11-01,organic,2,False
TP000004223,C0002282,2023-11-17,organic,3,False
TP000004224,C0002282,2023-12-15,referral,4,True
TP000007743,C0002283,2024-06-14,referral,1,True
TP000015884,C0002284,2025-05-25,paid_search,1,True
TP000004626,C0002285,2023-11-10,referral,1,False
TP000004627,C0002285,2023-11-10,social_ads,2,False
TP000004628,C0002285,2023-12-05,paid_search,3,False
TP000004629,C0002285,2024-01-03,partners,4,True
TP000002027,C0002286,2023-06-18,social_ads,1,True
TP000019994,C0002287,2025-08-31,organic,1,False
TP000019995,C0002287,2025-10-03,partners,2,False
TP000019996,C0002287,2025-10-13,email,3,True
TP000017243,C0002288,2025-07-12,partners,1,True
TP000004514,C0002289,2023-12-03,partners,1,False
TP000004515,C0002289,2023-12-19,organic,2,False
TP000004516,C0002289,2023-12-28,social_ads,3,True
TP000006697,C0002290,2024-04-01,referral,1,False
TP000006698,C0002290,2024-04-04,partners,2,False
TP000006699,C0002290,2024-04-24,paid_search,3,True
TP000021818,C0002291,2025-11-22,paid_search,1,False
TP000021819,C0002291,2025-12-08,organic,2,True
TP000015995,C0002292,2025-04-21,referral,1,False
TP000015996,C0002292,2025-05-04,referral,2,False
TP000015997,C0002292,2025-05-28,social_ads,3,True
TP000013820,C0002293,2025-03-21,paid_search,1,True
TP000007029,C0002294,2024-03-20,paid_search,1,False
TP000007030,C0002294,2024-04-28,paid_search,2,False
TP000007031,C0002294,2024-05-03,paid_search,3,False
TP000007032,C0002294,2024-05-10,referral,4,True
TP000006826,C0002295,2024-04-09,referral,1,False
TP000006827,C0002295,2024-04-25,referral,2,True
TP000000914,C0002296,2023-03-14,partners,1,True
TP000016445,C0002297,2025-05-04,paid_search,1,False
TP000016446,C0002297,2025-05-11,organic,2,False
TP000016447,C0002297,2025-06-13,organic,3,True
TP000001013,C0002298,2023-03-23,partners,1,True
TP000000134,C0002299,2022-11-27,referral,1,False
TP000000135,C0002299,2022-12-18,email,2,False
TP000000136,C0002299,2023-01-08,organic,3,True
TP000016488,C0002300,2025-04-30,social_ads,1,False
TP000016489,C0002300,2025-06-11,referral,2,True
TP000021292,C0002301,2025-10-02,referral,1,False
TP000021293,C0002301,2025-10-16,partners,2,False
TP000021294,C0002301,2025-11-08,social_ads,3,False
TP000021295,C0002301,2025-11-22,referral,4,True
TP000017078,C0002302,2025-05-22,referral,1,False
TP000017079,C0002302,2025-07-01,email,2,True
TP000010714,C0002303,2024-11-17,email,1,True
TP000011036,C0002304,2024-11-12,paid_search,1,False
TP000011037,C0002304,2024-11-16,organic,2,False
TP000011038,C0002304,2024-11-20,partners,3,False
TP000011039,C0002304,2024-12-02,organic,4,True
TP000009934,C0002305,2024-09-03,social_ads,1,False
TP000009935,C0002305,2024-09-11,email,2,False
TP000009936,C0002305,2024-10-12,organic,3,True
TP000007425,C0002306,2024-05-28,referral,1,True
TP000011872,C0002307,2024-11-17,referral,1,False
TP000011873,C0002307,2025-01-09,paid_search,2,True
TP000009808,C0002308,2024-10-05,partners,1,True
TP000013498,C0002309,2025-01-15,social_ads,1,False
TP000013499,C0002309,2025-03-06,paid_search,2,True
TP000020202,C0002310,2025-09-15,partners,1,False
TP000020203,C0002310,2025-10-19,paid_search,2,True
TP000022343,C0002311,2025-11-09,referral,1,False
TP000022344,C0002311,2025-11-11,organic,2,False
TP000022345,C0002311,2025-12-04,social_ads,3,False
TP000022346,C0002311,2025-12-27,social_ads,4,True
TP000001756,C0002312,2023-05-24,referral,1,True
TP000008761,C0002313,2024-07-19,paid_search,1,False
TP000008762,C0002313,2024-08-10,referral,2,True
TP000004065,C0002314,2023-12-04,paid_search,1,True
TP000008046,C0002315,2024-05-06,email,1,False
TP000008047,C0002315,2024-05-12,paid_search,2,False
TP000008048,C0002315,2024-06-28,paid_search,3,True
TP000006557,C0002316,2024-03-23,partners,1,False
TP000006558,C0002316,2024-04-07,paid_search,2,False
TP000006559,C0002316,2024-04-12,paid_search,3,True
TP000003922,C0002317,2023-10-22,email,1,False
TP000003923,C0002317,2023-10-26,email,2,False
TP000003924,C0002317,2023-11-14,email,3,False
TP000003925,C0002317,2023-11-22,social_ads,4,True
TP000017260,C0002318,2025-06-13,email,1,False
TP000017261,C0002318,2025-07-07,paid_search,2,True
TP000011223,C0002319,2024-10-21,referral,1,False
TP000011224,C0002319,2024-12-12,organic,2,True
TP000020689,C0002320,2025-09-11,paid_search,1,False
TP000020690,C0002320,2025-09-17,organic,2,False
TP000020691,C0002320,2025-09-26,partners,3,False
TP000020692,C0002320,2025-11-02,paid_search,4,True
TP000000755,C0002321,2023-01-30,paid_search,1,False
TP000000756,C0002321,2023-02-01,organic,2,False
TP000000757,C0002321,2023-02-04,organic,3,False
TP000000758,C0002321,2023-03-07,social_ads,4,True
TP000001535,C0002322,2023-04-23,referral,1,False
TP000001536,C0002322,2023-05-02,social_ads,2,True
TP000009207,C0002323,2024-07-13,social_ads,1,False
TP000009208,C0002323,2024-07-26,organic,2,False
TP000009209,C0002323,2024-08-25,paid_search,3,False
TP000009210,C0002323,2024-08-30,referral,4,True
TP000001786,C0002324,2023-04-14,email,1,False
TP000001787,C0002324,2023-04-27,paid_search,2,False
TP000001788,C0002324,2023-05-24,email,3,False
TP000001789,C0002324,2023-05-27,partners,4,True
TP000005985,C0002325,2024-01-30,referral,1,False
TP000005986,C0002325,2024-03-15,paid_search,2,True
TP000022137,C0002326,2025-12-21,social_ads,1,True
TP000004718,C0002327,2023-11-20,organic,1,False
TP000004719,C0002327,2023-11-22,referral,2,False
TP000004720,C0002327,2023-11-30,paid_search,3,False
TP000004721,C0002327,2024-01-15,organic,4,True
TP000004497,C0002328,2023-12-27,paid_search,1,True
TP000013001,C0002329,2025-02-22,organic,1,True
TP000011274,C0002330,2024-10-31,referral,1,False
TP000011275,C0002330,2024-11-12,paid_search,2,False
TP000011276,C0002330,2024-12-12,email,3,True
TP000013120,C0002331,2025-01-21,partners,1,False
TP000013121,C0002331,2025-02-08,partners,2,False
TP000013122,C0002331,2025-02-26,referral,3,True
TP000008584,C0002332,2024-06-01,paid_search,1,False
TP000008585,C0002332,2024-07-30,email,2,True
TP000018631,C0002333,2025-07-01,paid_search,1,False
TP000018632,C0002333,2025-08-14,paid_search,2,False
TP000018633,C0002333,2025-08-26,social_ads,3,True
TP000003007,C0002334,2023-08-17,social_ads,1,False
TP000003008,C0002334,2023-09-11,referral,2,False
TP000003009,C0002334,2023-09-17,social_ads,3,True
TP000009764,C0002335,2024-08-20,social_ads,1,False
TP000009765,C0002335,2024-08-26,partners,2,False
TP000009766,C0002335,2024-09-23,paid_search,3,False
TP000009767,C0002335,2024-09-30,paid_search,4,True
TP000015604,C0002336,2025-05-11,paid_search,1,True
TP000019541,C0002337,2025-09-06,paid_search,1,False
TP000019542,C0002337,2025-09-30,paid_search,2,True
TP000008423,C0002338,2024-05-25,referral,1,False
TP000008424,C0002338,2024-06-03,paid_search,2,False
TP000008425,C0002338,2024-06-17,social_ads,3,False
TP000008426,C0002338,2024-07-21,social_ads,4,True
TP000012851,C0002339,2024-12-23,email,1,False
TP000012852,C0002339,2025-01-02,referral,2,False
TP000012853,C0002339,2025-02-16,referral,3,True
TP000001587,C0002340,2023-05-11,paid_search,1,True
TP000003825,C0002341,2023-10-03,social_ads,1,False
TP000003826,C0002341,2023-11-17,referral,2,True
TP000001579,C0002342,2023-03-15,email,1,False
TP000001580,C0002342,2023-03-15,social_ads,2,False
TP000001581,C0002342,2023-04-01,email,3,False
TP000001582,C0002342,2023-05-08,paid_search,4,True
TP000016427,C0002343,2025-06-12,social_ads,1,True
TP000006601,C0002344,2024-02-24,social_ads,1,False
TP000006602,C0002344,2024-04-16,paid_search,2,True
TP000016352,C0002345,2025-04-23,paid_search,1,False
TP000016353,C0002345,2025-05-31,social_ads,2,False
TP000016354,C0002345,2025-06-05,organic,3,True
TP000001527,C0002346,2023-05-06,referral,1,True
TP000019431,C0002347,2025-09-03,organic,1,False
TP000019432,C0002347,2025-09-11,paid_search,2,False
TP000019433,C0002347,2025-09-24,organic,3,True
TP000018790,C0002348,2025-08-12,referral,1,False
TP000018791,C0002348,2025-09-01,paid_search,2,True
TP000001941,C0002349,2023-04-19,referral,1,False
TP000001942,C0002349,2023-05-18,referral,2,False
TP000001943,C0002349,2023-05-29,paid_search,3,False
TP000001944,C0002349,2023-06-15,social_ads,4,True
TP000000546,C0002350,2023-02-09,referral,1,False
TP000000547,C0002350,2023-02-15,email,2,True
TP000001327,C0002351,2023-04-20,paid_search,1,True
TP000019235,C0002352,2025-09-19,social_ads,1,True
TP000005296,C0002353,2024-01-06,social_ads,1,False
TP000005297,C0002353,2024-02-08,referral,2,False
TP000005298,C0002353,2024-02-09,organic,3,False
TP000005299,C0002353,2024-02-17,paid_search,4,True
TP000012386,C0002354,2025-01-27,paid_search,1,True
TP000009701,C0002355,2024-09-07,referral,1,False
TP000009702,C0002355,2024-09-24,social_ads,2,True
TP000017920,C0002356,2025-06-26,email,1,False
TP000017921,C0002356,2025-06-30,organic,2,False
TP000017922,C0002356,2025-08-01,paid_search,3,True
TP000011089,C0002357,2024-11-02,paid_search,1,False
TP000011090,C0002357,2024-11-19,social_ads,2,False
TP000011091,C0002357,2024-12-02,organic,3,False
TP000011092,C0002357,2024-12-04,referral,4,True
TP000011341,C0002358,2024-10-29,social_ads,1,False
TP000011342,C0002358,2024-11-19,email,2,False
TP000011343,C0002358,2024-12-03,email,3,False
TP000011344,C0002358,2024-12-17,partners,4,True
TP000022173,C0002359,2025-10-28,organic,1,False
TP000022174,C0002359,2025-12-02,social_ads,2,False
TP000022175,C0002359,2025-12-12,partners,3,False
TP000022176,C0002359,2025-12-25,paid_search,4,True
TP000003278,C0002360,2023-08-15,email,1,False
TP000003279,C0002360,2023-08-17,email,2,False
TP000003280,C0002360,2023-09-24,social_ads,3,False
TP000003281,C0002360,2023-10-06,paid_search,4,True
TP000018721,C0002361,2025-07-13,organic,1,False
TP000018722,C0002361,2025-07-30,social_ads,2,False
TP000018723,C0002361,2025-08-30,organic,3,True
TP000001237,C0002362,2023-04-05,social_ads,1,True
TP000010860,C0002363,2024-10-31,organic,1,False
TP000010861,C0002363,2024-11-26,partners,2,True
TP000019988,C0002364,2025-09-25,social_ads,1,False
TP000019989,C0002364,2025-10-11,social_ads,2,True
TP000015072,C0002365,2025-03-24,referral,1,False
TP000015073,C0002365,2025-03-27,social_ads,2,False
TP000015074,C0002365,2025-04-11,paid_search,3,False
TP000015075,C0002365,2025-04-26,referral,4,True
TP000015499,C0002366,2025-04-05,partners,1,False
TP000015500,C0002366,2025-05-15,partners,2,True
TP000005998,C0002367,2024-02-09,paid_search,1,False
TP000005999,C0002367,2024-02-19,organic,2,False
TP000006000,C0002367,2024-03-19,paid_search,3,True
TP000009530,C0002368,2024-08-17,paid_search,1,False
TP000009531,C0002368,2024-09-16,organic,2,True
TP000008347,C0002369,2024-06-05,organic,1,False
TP000008348,C0002369,2024-06-06,organic,2,False
TP000008349,C0002369,2024-06-21,paid_search,3,False
TP000008350,C0002369,2024-07-13,referral,4,True
TP000011878,C0002370,2025-01-04,organic,1,True
TP000010543,C0002371,2024-11-12,paid_search,1,True
TP000007470,C0002372,2024-05-28,social_ads,1,True
TP000006984,C0002373,2024-05-03,paid_search,1,True
TP000005712,C0002374,2024-01-14,paid_search,1,False
TP000005713,C0002374,2024-02-18,social_ads,2,False
TP000005714,C0002374,2024-03-04,email,3,True
TP000008298,C0002375,2024-06-26,organic,1,False
TP000008299,C0002375,2024-07-02,social_ads,2,False
TP000008300,C0002375,2024-07-06,partners,3,False
TP000008301,C0002375,2024-07-11,paid_search,4,True
TP000003264,C0002376,2023-10-04,paid_search,1,True
TP000019593,C0002377,2025-08-05,paid_search,1,False
TP000019594,C0002377,2025-08-06,social_ads,2,False
TP000019595,C0002377,2025-08-30,organic,3,False
TP000019596,C0002377,2025-10-01,partners,4,True
TP000013648,C0002378,2025-01-28,social_ads,1,False
TP000013649,C0002378,2025-02-26,organic,2,False
TP000013650,C0002378,2025-02-28,partners,3,False
TP000013651,C0002378,2025-03-15,social_ads,4,True
TP000002886,C0002379,2023-07-20,organic,1,False
TP000002887,C0002379,2023-08-17,referral,2,False
TP000002888,C0002379,2023-09-09,referral,3,True
TP000015703,C0002380,2025-03-28,paid_search,1,False
TP000015704,C0002380,2025-05-14,social_ads,2,True
TP000019060,C0002381,2025-07-20,referral,1,False
TP000019061,C0002381,2025-07-28,organic,2,False
TP000019062,C0002381,2025-08-31,email,3,False
TP000019063,C0002381,2025-09-11,referral,4,True
TP000005378,C0002382,2023-12-29,partners,1,False
TP000005379,C0002382,2024-01-08,organic,2,False
TP000005380,C0002382,2024-01-31,social_ads,3,False
TP000005381,C0002382,2024-02-19,paid_search,4,True
TP000003290,C0002383,2023-10-09,social_ads,1,True
TP000000241,C0002384,2023-01-18,referral,1,True
TP000001125,C0002385,2023-03-30,social_ads,1,True
TP000017190,C0002386,2025-07-08,paid_search,1,True
TP000022169,C0002387,2025-12-23,paid_search,1,True
TP000001042,C0002388,2023-03-27,organic,1,True
TP000016884,C0002389,2025-06-01,paid_search,1,False
TP000016885,C0002389,2025-06-29,paid_search,2,True
TP000001656,C0002390,2023-03-24,email,1,False
TP000001657,C0002390,2023-05-02,email,2,False
TP000001658,C0002390,2023-05-10,social_ads,3,True
TP000013385,C0002391,2025-01-09,social_ads,1,False
TP000013386,C0002391,2025-01-11,referral,2,False
TP000013387,C0002391,2025-01-13,referral,3,False
TP000013388,C0002391,2025-03-07,social_ads,4,True
TP000017051,C0002392,2025-06-25,organic,1,False
TP000017052,C0002392,2025-06-29,social_ads,2,True
TP000008185,C0002393,2024-06-02,organic,1,False
TP000008186,C0002393,2024-07-08,organic,2,True
TP000000272,C0002394,2023-01-22,social_ads,1,True
TP000013462,C0002395,2025-03-08,partners,1,True
TP000022211,C0002396,2025-10-27,social_ads,1,False
TP000022212,C0002396,2025-11-28,organic,2,False
TP000022213,C0002396,2025-12-26,organic,3,True
TP000005851,C0002397,2024-03-15,organic,1,True
TP000004263,C0002398,2023-11-11,referral,1,False
TP000004264,C0002398,2023-11-16,referral,2,False
TP000004265,C0002398,2023-12-18,organic,3,True
TP000002684,C0002399,2023-07-09,organic,1,False
TP000002685,C0002399,2023-08-16,paid_search,2,True
TP000012599,C0002400,2025-01-23,partners,1,False
TP000012600,C0002400,2025-02-08,email,2,True
TP000013485,C0002401,2025-02-22,organic,1,False
TP000013486,C0002401,2025-03-07,organic,2,True
TP000017841,C0002402,2025-06-05,referral,1,False
TP000017842,C0002402,2025-06-25,organic,2,False
TP000017843,C0002402,2025-08-01,referral,3,True
TP000017002,C0002403,2025-05-28,paid_search,1,False
TP000017003,C0002403,2025-06-27,paid_search,2,True
TP000020068,C0002404,2025-10-18,paid_search,1,True
TP000018183,C0002405,2025-08-10,referral,1,True
TP000005618,C0002406,2024-03-01,social_ads,1,True
TP000012610,C0002407,2025-02-03,organic,1,True
TP000006807,C0002408,2024-03-12,referral,1,False
TP000006808,C0002408,2024-04-01,social_ads,2,False
TP000006809,C0002408,2024-04-21,social_ads,3,False
TP000006810,C0002408,2024-04-29,social_ads,4,True
TP000007557,C0002409,2024-06-02,referral,1,True
TP000020956,C0002410,2025-11-16,paid_search,1,True
TP000015468,C0002411,2025-03-26,social_ads,1,False
TP000015469,C0002411,2025-03-30,referral,2,False
TP000015470,C0002411,2025-04-20,social_ads,3,False
TP000015471,C0002411,2025-05-10,paid_search,4,True
TP000021876,C0002412,2025-10-25,referral,1,False
TP000021877,C0002412,2025-10-25,paid_search,2,False
TP000021878,C0002412,2025-12-10,paid_search,3,True
TP000009496,C0002413,2024-09-18,organic,1,True
TP000012179,C0002414,2024-12-28,email,1,False
TP000012180,C0002414,2025-01-04,social_ads,2,False
TP000012181,C0002414,2025-01-21,referral,3,True
TP000011061,C0002415,2024-10-27,referral,1,False
TP000011062,C0002415,2024-11-03,paid_search,2,False
TP000011063,C0002415,2024-12-04,partners,3,True
TP000002308,C0002416,2023-07-09,social_ads,1,False
TP000002309,C0002416,2023-07-20,organic,2,True
TP000005357,C0002417,2024-02-20,organic,1,True
TP000011991,C0002418,2025-01-11,referral,1,True
TP000001538,C0002419,2023-05-05,organic,1,True
TP000020928,C0002420,2025-09-22,paid_search,1,False
TP000020929,C0002420,2025-11-17,partners,2,True
TP000002692,C0002421,2023-07-14,email,1,False
TP000002693,C0002421,2023-07-18,referral,2,False
TP000002694,C0002421,2023-08-10,email,3,False
TP000002695,C0002421,2023-08-21,organic,4,True
TP000004493,C0002422,2023-12-27,paid_search,1,True
TP000017262,C0002423,2025-06-08,social_ads,1,False
TP000017263,C0002423,2025-07-09,referral,2,True
TP000002114,C0002424,2023-05-16,referral,1,False
TP000002115,C0002424,2023-06-21,organic,2,False
TP000002116,C0002424,2023-06-25,paid_search,3,True
TP000020248,C0002425,2025-10-25,paid_search,1,True
TP000016388,C0002426,2025-06-06,organic,1,True
TP000001570,C0002427,2023-04-01,social_ads,1,False
TP000001571,C0002427,2023-04-02,social_ads,2,False
TP000001572,C0002427,2023-04-04,email,3,False
TP000001573,C0002427,2023-05-09,organic,4,True
TP000015645,C0002428,2025-05-15,paid_search,1,True
TP000014276,C0002429,2025-03-07,paid_search,1,False
TP000014277,C0002429,2025-03-14,paid_search,2,False
TP000014278,C0002429,2025-03-19,paid_search,3,False
TP000014279,C0002429,2025-04-04,paid_search,4,True
TP000017090,C0002430,2025-05-30,social_ads,1,False
TP000017091,C0002430,2025-06-21,social_ads,2,False
TP000017092,C0002430,2025-07-01,partners,3,True
TP000018662,C0002431,2025-08-02,social_ads,1,False
TP000018663,C0002431,2025-08-02,email,2,False
TP000018664,C0002431,2025-08-15,organic,3,False
TP000018665,C0002431,2025-08-29,paid_search,4,True
TP000016223,C0002432,2025-06-06,paid_search,1,True
TP000013253,C0002433,2025-02-03,email,1,False
TP000013254,C0002433,2025-02-13,organic,2,False
TP000013255,C0002433,2025-02-22,paid_search,3,False
TP000013256,C0002433,2025-03-02,organic,4,True
TP000007388,C0002434,2024-05-24,organic,1,True
TP000015797,C0002435,2025-04-30,social_ads,1,False
TP000015798,C0002435,2025-05-21,referral,2,True
TP000021520,C0002436,2025-12-02,referral,1,True
TP000013258,C0002437,2025-03-02,social_ads,1,True
TP000015057,C0002438,2025-03-18,organic,1,False
TP000015058,C0002438,2025-03-26,email,2,False
TP000015059,C0002438,2025-04-19,partners,3,False
TP000015060,C0002438,2025-04-26,paid_search,4,True
TP000009971,C0002439,2024-09-11,referral,1,False
TP000009972,C0002439,2024-10-13,organic,2,True
TP000017081,C0002440,2025-06-30,organic,1,True
TP000022384,C0002441,2025-10-31,paid_search,1,False
TP000022385,C0002441,2025-11-19,email,2,False
TP000022386,C0002441,2025-11-20,organic,3,False
TP000022387,C0002441,2025-12-26,social_ads,4,True
TP000003547,C0002442,2023-10-23,social_ads,1,True
TP000004595,C0002443,2023-12-04,referral,1,False
TP000004596,C0002443,2023-12-06,social_ads,2,False
TP000004597,C0002443,2024-01-06,social_ads,3,True
TP000012240,C0002444,2024-11-28,organic,1,False
TP000012241,C0002444,2025-01-20,paid_search,2,True
TP000010946,C0002445,2024-11-17,partners,1,False
TP000010947,C0002445,2024-11-20,social_ads,2,False
TP000010948,C0002445,2024-11-26,social_ads,3,True
TP000012941,C0002446,2025-01-31,referral,1,False
TP000012942,C0002446,2025-02-14,paid_search,2,True
TP000001163,C0002447,2023-03-15,referral,1,False
TP000001164,C0002447,2023-03-22,paid_search,2,False
TP000001165,C0002447,2023-04-06,organic,3,True
TP000009214,C0002448,2024-07-10,email,1,False
TP000009215,C0002448,2024-09-03,paid_search,2,True
TP000013188,C0002449,2025-03-01,organic,1,True
TP000013222,C0002450,2025-02-25,referral,1,True
TP000014901,C0002451,2025-03-25,referral,1,False
TP000014902,C0002451,2025-03-26,organic,2,False
TP000014903,C0002451,2025-04-22,organic,3,True
TP000016248,C0002452,2025-04-17,referral,1,False
TP000016249,C0002452,2025-04-21,referral,2,False
TP000016250,C0002452,2025-05-25,partners,3,False
TP000016251,C0002452,2025-06-06,email,4,True
TP000014518,C0002453,2025-02-19,organic,1,False
TP000014519,C0002453,2025-04-04,social_ads,2,False
TP000014520,C0002453,2025-04-09,social_ads,3,True
TP000017794,C0002454,2025-06-23,social_ads,1,False
TP000017795,C0002454,2025-07-29,paid_search,2,True
TP000014167,C0002455,2025-03-30,organic,1,True
TP000012207,C0002456,2024-12-06,paid_search,1,False
TP000012208,C0002456,2025-01-01,paid_search,2,False
TP000012209,C0002456,2025-01-18,paid_search,3,True
TP000013748,C0002457,2025-01-18,email,1,False
TP000013749,C0002457,2025-01-31,social_ads,2,False
TP000013750,C0002457,2025-02-07,organic,3,False
TP000013751,C0002457,2025-03-15,paid_search,4,True
