intervention_id,week_start,product_type,region,assignment,reference_price,observed_price,units_sold,revenue,contribution_margin
PI0000304,2024-05-06,Services,APAC,price_down_10,388.0,349.2,56,19555.2,6062.11
PI0000305,2024-05-13,Core,North America,price_down_10,165.0,148.5,355,52717.5,28467.45
PI0000306,2024-05-13,Core,EMEA,price_down_10,165.0,148.5,273,40540.5,21891.87
PI0000307,2024-05-13,Core,LATAM,control,165.0,165.0,148,24420.0,13186.8
PI0000308,2024-05-13,Core,APAC,price_up_10,165.0,181.5,201,36481.5,19700.01
PI0000309,2024-05-13,Add-on,North America,price_down_10,92.0,82.8,270,22356.0,13413.6
PI0000310,2024-05-13,Add-on,EMEA,price_down_10,92.0,82.8,182,15069.6,9041.76
PI0000311,2024-05-13,Add-on,LATAM,price_up_10,92.0,101.2,94,9512.8,5707.68
PI0000312,2024-05-13,Add-on,APAC,price_down_10,92.0,82.8,170,14076.0,8445.6
PI0000313,2024-05-13,Premium,North America,price_down_10,305.0,274.5,109,29920.5,11369.79
PI0000314,2024-05-13,Premium,EMEA,price_down_10,305.0,274.5,83,22783.5,8657.73
PI0000315,2024-05-13,Premium,LATAM,control,305.0,305.0,65,19825.0,7533.5
PI0000316,2024-05-13,Premium,APAC,control,305.0,305.0,80,24400.0,9272.0
PI0000317,2024-05-13,Services,North America,price_down_10,388.0,349.2,67,23396.4,7252.88
PI0000318,2024-05-13,Services,EMEA,price_down_10,388.0,349.2,46,16063.2,4979.59
PI0000319,2024-05-13,Services,LATAM,price_up_10,388.0,426.8,38,16218.4,5027.7
PI0000320,2024-05-13,Services,APAC,price_up_10,388.0,426.8,53,22620.4,7012.32
PI0000321,2024-05-20,Core,North America,price_up_10,165.0,181.5,251,45556.5,24600.51
PI0000322,2024-05-20,Core,EMEA,price_up_10,165.0,181.5,211,38296.5,20680.11
PI0000323,2024-05-20,Core,LATAM,price_down_10,165.0,148.5,176,26136.0,14113.44
PI0000324,2024-05-20,Core,APAC,price_up_10,165.0,181.5,173,31399.5,16955.73
PI0000325,2024-05-20,Add-on,North America,price_down_10,92.0,82.8,281,23266.8,13960.08
PI0000326,2024-05-20,Add-on,EMEA,price_down_10,92.0,82.8,186,15400.8,9240.48
PI0000327,2024-05-20,Add-on,LATAM,control,92.0,92.0,120,11040.0,6624.0
PI0000328,2024-05-20,Add-on,APAC,control,92.0,92.0,114,10488.0,6292.8
PI0000329,2024-05-20,Premium,North America,control,305.0,305.0,88,26840.0,10199.2
PI0000330,2024-05-20,Premium,EMEA,price_down_10,305.0,274.5,79,21685.5,8240.49
PI0000331,2024-05-20,Premium,LATAM,control,305.0,305.0,53,16165.0,6142.7
PI0000332,2024-05-20,Premium,APAC,control,305.0,305.0,75,22875.0,8692.5
PI0000333,2024-05-20,Services,North America,price_down_10,388.0,349.2,76,26539.2,8227.15
PI0000334,2024-05-20,Services,EMEA,price_up_10,388.0,426.8,47,20059.6,6218.48
PI0000335,2024-05-20,Services,LATAM,control,388.0,388.0,32,12416.0,3848.96
PI0000336,2024-05-20,Services,APAC,price_down_10,388.0,349.2,49,17110.8,5304.35
PI0000337,2024-05-27,Core,North America,price_up_10,165.0,181.5,254,46101.0,24894.54
PI0000338,2024-05-27,Core,EMEA,price_up_10,165.0,181.5,236,42834.0,23130.36
PI0000339,2024-05-27,Core,LATAM,control,165.0,165.0,138,22770.0,12295.8
PI0000340,2024-05-27,Core,APAC,control,165.0,165.0,187,30855.0,16661.7
PI0000341,2024-05-27,Add-on,North America,price_down_10,92.0,82.8,222,18381.6,11028.96
PI0000342,2024-05-27,Add-on,EMEA,control,92.0,92.0,203,18676.0,11205.6
PI0000343,2024-05-27,Add-on,LATAM,price_down_10,92.0,82.8,105,8694.0,5216.4
PI0000344,2024-05-27,Add-on,APAC,price_up_10,92.0,101.2,96,9715.2,5829.12
PI0000345,2024-05-27,Premium,North America,control,305.0,305.0,92,28060.0,10662.8
PI0000346,2024-05-27,Premium,EMEA,control,305.0,305.0,92,28060.0,10662.8
PI0000347,2024-05-27,Premium,LATAM,price_down_10,305.0,274.5,43,11803.5,4485.33
PI0000348,2024-05-27,Premium,APAC,control,305.0,305.0,78,23790.0,9040.2
PI0000349,2024-05-27,Services,North America,price_up_10,388.0,426.8,67,28595.6,8864.64
PI0000350,2024-05-27,Services,EMEA,control,388.0,388.0,52,20176.0,6254.56
PI0000351,2024-05-27,Services,LATAM,price_up_10,388.0,426.8,33,14084.4,4366.16
PI0000352,2024-05-27,Services,APAC,price_up_10,388.0,426.8,41,17498.8,5424.63
PI0000353,2024-06-03,Core,North America,price_up_10,165.0,181.5,251,45556.5,24600.51
PI0000354,2024-06-03,Core,EMEA,price_down_10,165.0,148.5,238,35343.0,19085.22
PI0000355,2024-06-03,Core,LATAM,price_down_10,165.0,148.5,142,21087.0,11386.98
PI0000356,2024-06-03,Core,APAC,price_down_10,165.0,148.5,216,32076.0,17321.04
PI0000357,2024-06-03,Add-on,North America,price_up_10,92.0,101.2,144,14572.8,8743.68
PI0000358,2024-06-03,Add-on,EMEA,price_down_10,92.0,82.8,210,17388.0,10432.8
PI0000359,2024-06-03,Add-on,LATAM,price_down_10,92.0,82.8,109,9025.2,5415.12
PI0000360,2024-06-03,Add-on,APAC,price_up_10,92.0,101.2,117,11840.4,7104.24
PI0000361,2024-06-03,Premium,North America,control,305.0,305.0,108,32940.0,12517.2
PI0000362,2024-06-03,Premium,EMEA,control,305.0,305.0,90,27450.0,10431.0
PI0000363,2024-06-03,Premium,LATAM,price_down_10,305.0,274.5,50,13725.0,5215.5
PI0000364,2024-06-03,Premium,APAC,control,305.0,305.0,63,19215.0,7301.7
PI0000365,2024-06-03,Services,North America,control,388.0,388.0,66,25608.0,7938.48
PI0000366,2024-06-03,Services,EMEA,price_down_10,388.0,349.2,60,20952.0,6495.12
PI0000367,2024-06-03,Services,LATAM,control,388.0,388.0,28,10864.0,3367.84
PI0000368,2024-06-03,Services,APAC,price_up_10,388.0,426.8,42,17925.6,5556.94
PI0000369,2024-06-10,Core,North America,price_down_10,165.0,148.5,368,54648.0,29509.92
PI0000370,2024-06-10,Core,EMEA,price_up_10,165.0,181.5,189,34303.5,18523.89
PI0000371,2024-06-10,Core,LATAM,price_down_10,165.0,148.5,182,27027.0,14594.58
PI0000372,2024-06-10,Core,APAC,price_down_10,165.0,148.5,248,36828.0,19887.12
PI0000373,2024-06-10,Add-on,North America,price_up_10,92.0,101.2,156,15787.2,9472.32
PI0000374,2024-06-10,Add-on,EMEA,price_down_10,92.0,82.8,168,13910.4,8346.24
PI0000375,2024-06-10,Add-on,LATAM,price_up_10,92.0,101.2,67,6780.4,4068.24
PI0000376,2024-06-10,Add-on,APAC,price_up_10,92.0,101.2,82,8298.4,4979.04
PI0000377,2024-06-10,Premium,North America,price_down_10,305.0,274.5,130,35685.0,13560.3
PI0000378,2024-06-10,Premium,EMEA,price_up_10,305.0,335.5,75,25162.5,9561.75
PI0000379,2024-06-10,Premium,LATAM,control,305.0,305.0,37,11285.0,4288.3
PI0000380,2024-06-10,Premium,APAC,control,305.0,305.0,65,19825.0,7533.5
PI0000381,2024-06-10,Services,North America,price_up_10,388.0,426.8,77,32863.6,10187.72
PI0000382,2024-06-10,Services,EMEA,price_up_10,388.0,426.8,44,18779.2,5821.55
PI0000383,2024-06-10,Services,LATAM,price_up_10,388.0,426.8,21,8962.8,2778.47
PI0000384,2024-06-10,Services,APAC,price_up_10,388.0,426.8,41,17498.8,5424.63
PI0000385,2024-06-17,Core,North America,control,165.0,165.0,238,39270.0,21205.8
PI0000386,2024-06-17,Core,EMEA,control,165.0,165.0,210,34650.0,18711.0
PI0000387,2024-06-17,Core,LATAM,control,165.0,165.0,169,27885.0,15057.9
PI0000388,2024-06-17,Core,APAC,price_up_10,165.0,181.5,171,31036.5,16759.71
PI0000389,2024-06-17,Add-on,North America,price_down_10,92.0,82.8,204,16891.2,10134.72
PI0000390,2024-06-17,Add-on,EMEA,price_down_10,92.0,82.8,210,17388.0,10432.8
PI0000391,2024-06-17,Add-on,LATAM,price_up_10,92.0,101.2,86,8703.2,5221.92
PI0000392,2024-06-17,Add-on,APAC,price_up_10,92.0,101.2,95,9614.0,5768.4
PI0000393,2024-06-17,Premium,North America,price_down_10,305.0,274.5,109,29920.5,11369.79
PI0000394,2024-06-17,Premium,EMEA,price_up_10,305.0,335.5,99,33214.5,12621.51
PI0000395,2024-06-17,Premium,LATAM,price_down_10,305.0,274.5,55,15097.5,5737.05
PI0000396,2024-06-17,Premium,APAC,control,305.0,305.0,59,17995.0,6838.1
PI0000397,2024-06-17,Services,North America,price_down_10,388.0,349.2,76,26539.2,8227.15
PI0000398,2024-06-17,Services,EMEA,price_down_10,388.0,349.2,45,15714.0,4871.34
PI0000399,2024-06-17,Services,LATAM,price_up_10,388.0,426.8,32,13657.6,4233.86
PI0000400,2024-06-17,Services,APAC,price_down_10,388.0,349.2,55,19206.0,5953.86
PI0000401,2024-06-24,Core,North America,price_down_10,165.0,148.5,330,49005.0,26462.7
PI0000402,2024-06-24,Core,EMEA,price_up_10,165.0,181.5,195,35392.5,19111.95
PI0000403,2024-06-24,Core,LATAM,price_down_10,165.0,148.5,174,25839.0,13953.06
PI0000404,2024-06-24,Core,APAC,price_down_10,165.0,148.5,160,23760.0,12830.4
PI0000405,2024-06-24,Add-on,North America,price_down_10,92.0,82.8,222,18381.6,11028.96
PI0000406,2024-06-24,Add-on,EMEA,price_up_10,92.0,101.2,142,14370.4,8622.24
PI0000407,2024-06-24,Add-on,LATAM,price_down_10,92.0,82.8,132,10929.6,6557.76
PI0000408,2024-06-24,Add-on,APAC,price_up_10,92.0,101.2,87,8804.4,5282.64
PI0000409,2024-06-24,Premium,North America,price_up_10,305.0,335.5,103,34556.5,13131.47
PI0000410,2024-06-24,Premium,EMEA,control,305.0,305.0,87,26535.0,10083.3
PI0000411,2024-06-24,Premium,LATAM,price_down_10,305.0,274.5,56,15372.0,5841.36
PI0000412,2024-06-24,Premium,APAC,price_up_10,305.0,335.5,64,21472.0,8159.36
PI0000413,2024-06-24,Services,North America,price_down_10,388.0,349.2,71,24793.2,7685.89
PI0000414,2024-06-24,Services,EMEA,control,388.0,388.0,41,15908.0,4931.48
PI0000415,2024-06-24,Services,LATAM,price_down_10,388.0,349.2,39,13618.8,4221.83
PI0000416,2024-06-24,Services,APAC,price_up_10,388.0,426.8,40,17072.0,5292.32
PI0000417,2024-07-01,Core,North America,price_up_10,165.0,181.5,204,37026.0,19994.04
PI0000418,2024-07-01,Core,EMEA,price_down_10,165.0,148.5,231,34303.5,18523.89
PI0000419,2024-07-01,Core,LATAM,price_up_10,165.0,181.5,138,25047.0,13525.38
PI0000420,2024-07-01,Core,APAC,price_down_10,165.0,148.5,242,35937.0,19405.98
PI0000421,2024-07-01,Add-on,North America,price_down_10,92.0,82.8,220,18216.0,10929.6
PI0000422,2024-07-01,Add-on,EMEA,price_up_10,92.0,101.2,106,10727.2,6436.32
PI0000423,2024-07-01,Add-on,LATAM,control,92.0,92.0,89,8188.0,4912.8
PI0000424,2024-07-01,Add-on,APAC,price_down_10,92.0,82.8,113,9356.4,5613.84
PI0000425,2024-07-01,Premium,North America,price_up_10,305.0,335.5,92,30866.0,11729.08
PI0000426,2024-07-01,Premium,EMEA,price_down_10,305.0,274.5,107,29371.5,11161.17
PI0000427,2024-07-01,Premium,LATAM,price_up_10,305.0,335.5,44,14762.0,5609.56
PI0000428,2024-07-01,Premium,APAC,price_up_10,305.0,335.5,56,18788.0,7139.44
PI0000429,2024-07-01,Services,North America,price_up_10,388.0,426.8,65,27742.0,8600.02
PI0000430,2024-07-01,Services,EMEA,price_up_10,388.0,426.8,54,23047.2,7144.63
PI0000431,2024-07-01,Services,LATAM,price_up_10,388.0,426.8,35,14938.0,4630.78
PI0000432,2024-07-01,Services,APAC,price_down_10,388.0,349.2,45,15714.0,4871.34
PI0000433,2024-07-08,Core,North America,price_up_10,165.0,181.5,224,40656.0,21954.24
PI0000434,2024-07-08,Core,EMEA,control,165.0,165.0,181,29865.0,16127.1
PI0000435,2024-07-08,Core,LATAM,control,165.0,165.0,136,22440.0,12117.6
PI0000436,2024-07-08,Core,APAC,price_down_10,165.0,148.5,173,25690.5,13872.87
PI0000437,2024-07-08,Add-on,North America,price_up_10,92.0,101.2,152,15382.4,9229.44
PI0000438,2024-07-08,Add-on,EMEA,price_up_10,92.0,101.2,130,13156.0,7893.6
PI0000439,2024-07-08,Add-on,LATAM,price_up_10,92.0,101.2,96,9715.2,5829.12
PI0000440,2024-07-08,Add-on,APAC,control,92.0,92.0,113,10396.0,6237.6
PI0000441,2024-07-08,Premium,North America,price_down_10,305.0,274.5,106,29097.0,11056.86
PI0000442,2024-07-08,Premium,EMEA,price_up_10,305.0,335.5,96,32208.0,12239.04
PI0000443,2024-07-08,Premium,LATAM,control,305.0,305.0,56,17080.0,6490.4
PI0000444,2024-07-08,Premium,APAC,price_down_10,305.0,274.5,76,20862.0,7927.56
PI0000445,2024-07-08,Services,North America,price_down_10,388.0,349.2,82,28634.4,8876.66
PI0000446,2024-07-08,Services,EMEA,price_down_10,388.0,349.2,47,16412.4,5087.84
PI0000447,2024-07-08,Services,LATAM,control,388.0,388.0,43,16684.0,5172.04
PI0000448,2024-07-08,Services,APAC,price_down_10,388.0,349.2,46,16063.2,4979.59
PI0000449,2024-07-15,Core,North America,price_down_10,165.0,148.5,296,43956.0,23736.24
PI0000450,2024-07-15,Core,EMEA,price_down_10,165.0,148.5,213,31630.5,17080.47
PI0000451,2024-07-15,Core,LATAM,price_up_10,165.0,181.5,136,24684.0,13329.36
PI0000452,2024-07-15,Core,APAC,control,165.0,165.0,172,28380.0,15325.2
PI0000453,2024-07-15,Add-on,North America,price_down_10,92.0,82.8,207,17139.6,10283.76
PI0000454,2024-07-15,Add-on,EMEA,price_up_10,92.0,101.2,105,10626.0,6375.6
PI0000455,2024-07-15,Add-on,LATAM,price_up_10,92.0,101.2,84,8500.8,5100.48
PI0000456,2024-07-15,Add-on,APAC,price_up_10,92.0,101.2,124,12548.8,7529.28
PI0000457,2024-07-15,Premium,North America,control,305.0,305.0,88,26840.0,10199.2
PI0000458,2024-07-15,Premium,EMEA,price_up_10,305.0,335.5,68,22814.0,8669.32
PI0000459,2024-07-15,Premium,LATAM,control,305.0,305.0,81,24705.0,9387.9
PI0000460,2024-07-15,Premium,APAC,price_up_10,305.0,335.5,62,20801.0,7904.38
PI0000461,2024-07-15,Services,North America,price_down_10,388.0,349.2,52,18158.4,5629.1
PI0000462,2024-07-15,Services,EMEA,price_up_10,388.0,426.8,35,14938.0,4630.78
PI0000463,2024-07-15,Services,LATAM,price_down_10,388.0,349.2,26,9079.2,2814.55
PI0000464,2024-07-15,Services,APAC,control,388.0,388.0,36,13968.0,4330.08
PI0000465,2024-07-22,Core,North America,price_down_10,165.0,148.5,311,46183.5,24939.09
PI0000466,2024-07-22,Core,EMEA,price_down_10,165.0,148.5,236,35046.0,18924.84
PI0000467,2024-07-22,Core,LATAM,price_up_10,165.0,181.5,113,20509.5,11075.13
PI0000468,2024-07-22,Core,APAC,control,165.0,165.0,180,29700.0,16038.0
PI0000469,2024-07-22,Add-on,North America,price_up_10,92.0,101.2,111,11233.2,6739.92
PI0000470,2024-07-22,Add-on,EMEA,price_up_10,92.0,101.2,138,13965.6,8379.36
PI0000471,2024-07-22,Add-on,LATAM,price_up_10,92.0,101.2,74,7488.8,4493.28
PI0000472,2024-07-22,Add-on,APAC,control,92.0,92.0,108,9936.0,5961.6
PI0000473,2024-07-22,Premium,North America,price_up_10,305.0,335.5,70,23485.0,8924.3
PI0000474,2024-07-22,Premium,EMEA,price_up_10,305.0,335.5,82,27511.0,10454.18
PI0000475,2024-07-22,Premium,LATAM,price_up_10,305.0,335.5,52,17446.0,6629.48
PI0000476,2024-07-22,Premium,APAC,price_down_10,305.0,274.5,60,16470.0,6258.6
PI0000477,2024-07-22,Services,North America,price_down_10,388.0,349.2,58,20253.6,6278.62
PI0000478,2024-07-22,Services,EMEA,control,388.0,388.0,35,13580.0,4209.8
PI0000479,2024-07-22,Services,LATAM,price_down_10,388.0,349.2,41,14317.2,4438.33
PI0000480,2024-07-22,Services,APAC,control,388.0,388.0,39,15132.0,4690.92
PI0000481,2024-07-29,Core,North America,price_down_10,165.0,148.5,300,44550.0,24057.0
PI0000482,2024-07-29,Core,EMEA,price_down_10,165.0,148.5,219,32521.5,17561.61
PI0000483,2024-07-29,Core,LATAM,control,165.0,165.0,129,21285.0,11493.9
PI0000484,2024-07-29,Core,APAC,control,165.0,165.0,152,25080.0,13543.2
PI0000485,2024-07-29,Add-on,North America,price_up_10,92.0,101.2,155,15686.0,9411.6
PI0000486,2024-07-29,Add-on,EMEA,price_down_10,92.0,82.8,185,15318.0,9190.8
PI0000487,2024-07-29,Add-on,LATAM,price_up_10,92.0,101.2,66,6679.2,4007.52
PI0000488,2024-07-29,Add-on,APAC,control,92.0,92.0,105,9660.0,5796.0
PI0000489,2024-07-29,Premium,North America,control,305.0,305.0,105,32025.0,12169.5
PI0000490,2024-07-29,Premium,EMEA,price_up_10,305.0,335.5,58,19459.0,7394.42
PI0000491,2024-07-29,Premium,LATAM,price_down_10,305.0,274.5,68,18666.0,7093.08
PI0000492,2024-07-29,Premium,APAC,price_down_10,305.0,274.5,74,20313.0,7718.94
PI0000493,2024-07-29,Services,North America,price_up_10,388.0,426.8,61,26034.8,8070.79
PI0000494,2024-07-29,Services,EMEA,control,388.0,388.0,47,18236.0,5653.16
PI0000495,2024-07-29,Services,LATAM,control,388.0,388.0,18,6984.0,2165.04
PI0000496,2024-07-29,Services,APAC,price_down_10,388.0,349.2,46,16063.2,4979.59
PI0000497,2024-08-05,Core,North America,control,165.0,165.0,292,48180.0,26017.2
PI0000498,2024-08-05,Core,EMEA,price_up_10,165.0,181.5,207,37570.5,20288.07
PI0000499,2024-08-05,Core,LATAM,price_down_10,165.0,148.5,169,25096.5,13552.11
PI0000500,2024-08-05,Core,APAC,control,165.0,165.0,175,28875.0,15592.5
PI0000501,2024-08-05,Add-on,North America,price_up_10,92.0,101.2,149,15078.8,9047.28
PI0000502,2024-08-05,Add-on,EMEA,price_up_10,92.0,101.2,106,10727.2,6436.32
PI0000503,2024-08-05,Add-on,LATAM,price_up_10,92.0,101.2,62,6274.4,3764.64
PI0000504,2024-08-05,Add-on,APAC,price_down_10,92.0,82.8,162,13413.6,8048.16
PI0000505,2024-08-05,Premium,North America,price_down_10,305.0,274.5,120,32940.0,12517.2
PI0000506,2024-08-05,Premium,EMEA,price_down_10,305.0,274.5,80,21960.0,8344.8
PI0000507,2024-08-05,Premium,LATAM,control,305.0,305.0,42,12810.0,4867.8
PI0000508,2024-08-05,Premium,APAC,price_down_10,305.0,274.5,55,15097.5,5737.05
PI0000509,2024-08-05,Services,North America,price_up_10,388.0,426.8,44,18779.2,5821.55
PI0000510,2024-08-05,Services,EMEA,control,388.0,388.0,49,19012.0,5893.72
PI0000511,2024-08-05,Services,LATAM,price_up_10,388.0,426.8,29,12377.2,3836.93
PI0000512,2024-08-05,Services,APAC,control,388.0,388.0,33,12804.0,3969.24
PI0000513,2024-08-12,Core,North America,control,165.0,165.0,256,42240.0,22809.6
PI0000514,2024-08-12,Core,EMEA,price_up_10,165.0,181.5,190,34485.0,18621.9
PI0000515,2024-08-12,Core,LATAM,price_down_10,165.0,148.5,159,23611.5,12750.21
PI0000516,2024-08-12,Core,APAC,price_down_10,165.0,148.5,182,27027.0,14594.58
PI0000517,2024-08-12,Add-on,North America,price_up_10,92.0,101.2,168,17001.6,10200.96
PI0000518,2024-08-12,Add-on,EMEA,price_up_10,92.0,101.2,122,12346.4,7407.84
PI0000519,2024-08-12,Add-on,LATAM,control,92.0,92.0,86,7912.0,4747.2
PI0000520,2024-08-12,Add-on,APAC,control,92.0,92.0,95,8740.0,5244.0
PI0000521,2024-08-12,Premium,North America,price_down_10,305.0,274.5,74,20313.0,7718.94
PI0000522,2024-08-12,Premium,EMEA,control,305.0,305.0,80,24400.0,9272.0
PI0000523,2024-08-12,Premium,LATAM,price_up_10,305.0,335.5,43,14426.5,5482.07
PI0000524,2024-08-12,Premium,APAC,price_up_10,305.0,335.5,54,18117.0,6884.46
PI0000525,2024-08-12,Services,North America,control,388.0,388.0,57,22116.0,6855.96
PI0000526,2024-08-12,Services,EMEA,price_up_10,388.0,426.8,41,17498.8,5424.63
PI0000527,2024-08-12,Services,LATAM,price_down_10,388.0,349.2,36,12571.2,3897.07
PI0000528,2024-08-12,Services,APAC,price_up_10,388.0,426.8,44,18779.2,5821.55
PI0000529,2024-08-19,Core,North America,price_down_10,165.0,148.5,303,44995.5,24297.57
PI0000530,2024-08-19,Core,EMEA,price_up_10,165.0,181.5,168,30492.0,16465.68
PI0000531,2024-08-19,Core,LATAM,price_up_10,165.0,181.5,118,21417.0,11565.18
PI0000532,2024-08-19,Core,APAC,price_down_10,165.0,148.5,234,34749.0,18764.46
PI0000533,2024-08-19,Add-on,North America,control,92.0,92.0,168,15456.0,9273.6
PI0000534,2024-08-19,Add-on,EMEA,price_down_10,92.0,82.8,193,15980.4,9588.24
PI0000535,2024-08-19,Add-on,LATAM,price_down_10,92.0,82.8,101,8362.8,5017.68
PI0000536,2024-08-19,Add-on,APAC,price_up_10,92.0,101.2,95,9614.0,5768.4
PI0000537,2024-08-19,Premium,North America,price_up_10,305.0,335.5,76,25498.0,9689.24
PI0000538,2024-08-19,Premium,EMEA,price_up_10,305.0,335.5,66,22143.0,8414.34
PI0000539,2024-08-19,Premium,LATAM,price_down_10,305.0,274.5,38,10431.0,3963.78
PI0000540,2024-08-19,Premium,APAC,control,305.0,305.0,59,17995.0,6838.1
PI0000541,2024-08-19,Services,North America,price_up_10,388.0,426.8,49,20913.2,6483.09
PI0000542,2024-08-19,Services,EMEA,price_up_10,388.0,426.8,43,18352.4,5689.24
PI0000543,2024-08-19,Services,LATAM,control,388.0,388.0,21,8148.0,2525.88
PI0000544,2024-08-19,Services,APAC,price_down_10,388.0,349.2,32,11174.4,3464.06
PI0000545,2024-08-26,Core,North America,price_up_10,165.0,181.5,233,42289.5,22836.33
PI0000546,2024-08-26,Core,EMEA,price_up_10,165.0,181.5,187,33940.5,18327.87
PI0000547,2024-08-26,Core,LATAM,price_down_10,165.0,148.5,174,25839.0,13953.06
PI0000548,2024-08-26,Core,APAC,price_up_10,165.0,181.5,166,30129.0,16269.66
PI0000549,2024-08-26,Add-on,North America,price_down_10,92.0,82.8,190,15732.0,9439.2
PI0000550,2024-08-26,Add-on,EMEA,control,92.0,92.0,163,14996.0,8997.6
PI0000551,2024-08-26,Add-on,LATAM,price_down_10,92.0,82.8,113,9356.4,5613.84
PI0000552,2024-08-26,Add-on,APAC,price_up_10,92.0,101.2,96,9715.2,5829.12
PI0000553,2024-08-26,Premium,North America,price_down_10,305.0,274.5,74,20313.0,7718.94
PI0000554,2024-08-26,Premium,EMEA,price_up_10,305.0,335.5,52,17446.0,6629.48
PI0000555,2024-08-26,Premium,LATAM,price_up_10,305.0,335.5,50,16775.0,6374.5
PI0000556,2024-08-26,Premium,APAC,control,305.0,305.0,59,17995.0,6838.1
PI0000557,2024-08-26,Services,North America,control,388.0,388.0,55,21340.0,6615.4
PI0000558,2024-08-26,Services,EMEA,price_down_10,388.0,349.2,41,14317.2,4438.33
PI0000559,2024-08-26,Services,LATAM,price_down_10,388.0,349.2,31,10825.2,3355.81
PI0000560,2024-08-26,Services,APAC,price_down_10,388.0,349.2,49,17110.8,5304.35
PI0000561,2024-09-02,Core,North America,price_down_10,165.0,148.5,268,39798.0,21490.92
PI0000562,2024-09-02,Core,EMEA,price_down_10,165.0,148.5,226,33561.0,18122.94
PI0000563,2024-09-02,Core,LATAM,price_up_10,165.0,181.5,135,24502.5,13231.35
PI0000564,2024-09-02,Core,APAC,control,165.0,165.0,163,26895.0,14523.3
PI0000565,2024-09-02,Add-on,North America,price_up_10,92.0,101.2,143,14471.6,8682.96
PI0000566,2024-09-02,Add-on,EMEA,price_up_10,92.0,101.2,94,9512.8,5707.68
PI0000567,2024-09-02,Add-on,LATAM,price_up_10,92.0,101.2,63,6375.6,3825.36
PI0000568,2024-09-02,Add-on,APAC,price_down_10,92.0,82.8,126,10432.8,6259.68
PI0000569,2024-09-02,Premium,North America,control,305.0,305.0,102,31110.0,11821.8
PI0000570,2024-09-02,Premium,EMEA,control,305.0,305.0,83,25315.0,9619.7
PI0000571,2024-09-02,Premium,LATAM,price_up_10,305.0,335.5,37,12413.5,4717.13
PI0000572,2024-09-02,Premium,APAC,control,305.0,305.0,69,21045.0,7997.1
PI0000573,2024-09-02,Services,North America,control,388.0,388.0,53,20564.0,6374.84
PI0000574,2024-09-02,Services,EMEA,control,388.0,388.0,50,19400.0,6014.0
PI0000575,2024-09-02,Services,LATAM,control,388.0,388.0,26,10088.0,3127.28
PI0000576,2024-09-02,Services,APAC,price_down_10,388.0,349.2,40,13968.0,4330.08
PI0000577,2024-09-09,Core,North America,price_up_10,165.0,181.5,230,41745.0,22542.3
PI0000578,2024-09-09,Core,EMEA,price_down_10,165.0,148.5,201,29848.5,16118.19
PI0000579,2024-09-09,Core,LATAM,price_down_10,165.0,148.5,150,22275.0,12028.5
PI0000580,2024-09-09,Core,APAC,price_down_10,165.0,148.5,169,25096.5,13552.11
PI0000581,2024-09-09,Add-on,North America,price_down_10,92.0,82.8,163,13496.4,8097.84
PI0000582,2024-09-09,Add-on,EMEA,price_up_10,92.0,101.2,102,10322.4,6193.44
PI0000583,2024-09-09,Add-on,LATAM,control,92.0,92.0,55,5060.0,3036.0
PI0000584,2024-09-09,Add-on,APAC,control,92.0,92.0,122,11224.0,6734.4
PI0000585,2024-09-09,Premium,North America,price_up_10,305.0,335.5,84,28182.0,10709.16
PI0000586,2024-09-09,Premium,EMEA,control,305.0,305.0,80,24400.0,9272.0
PI0000587,2024-09-09,Premium,LATAM,control,305.0,305.0,36,10980.0,4172.4
PI0000588,2024-09-09,Premium,APAC,price_up_10,305.0,335.5,43,14426.5,5482.07
PI0000589,2024-09-09,Services,North America,price_down_10,388.0,349.2,56,19555.2,6062.11
PI0000590,2024-09-09,Services,EMEA,price_up_10,388.0,426.8,53,22620.4,7012.32
PI0000591,2024-09-09,Services,LATAM,price_down_10,388.0,349.2,28,9777.6,3031.06
PI0000592,2024-09-09,Services,APAC,control,388.0,388.0,39,15132.0,4690.92
PI0000593,2024-09-16,Core,North America,price_down_10,165.0,148.5,229,34006.5,18363.51
PI0000594,2024-09-16,Core,EMEA,control,165.0,165.0,207,34155.0,18443.7
PI0000595,2024-09-16,Core,LATAM,price_up_10,165.0,181.5,111,20146.5,10879.11
PI0000596,2024-09-16,Core,APAC,price_up_10,165.0,181.5,133,24139.5,13035.33
PI0000597,2024-09-16,Add-on,North America,control,92.0,92.0,179,16468.0,9880.8
PI0000598,2024-09-16,Add-on,EMEA,price_down_10,92.0,82.8,175,14490.0,8694.0
PI0000599,2024-09-16,Add-on,LATAM,control,92.0,92.0,88,8096.0,4857.6
PI0000600,2024-09-16,Add-on,APAC,price_down_10,92.0,82.8,143,11840.4,7104.24
PI0000601,2024-09-16,Premium,North America,price_down_10,305.0,274.5,80,21960.0,8344.8
PI0000602,2024-09-16,Premium,EMEA,control,305.0,305.0,57,17385.0,6606.3
PI0000603,2024-09-16,Premium,LATAM,control,305.0,305.0,43,13115.0,4983.7
PI0000604,2024-09-16,Premium,APAC,control,305.0,305.0,55,16775.0,6374.5
PI0000605,2024-09-16,Services,North America,control,388.0,388.0,46,17848.0,5532.88
PI0000606,2024-09-16,Services,EMEA,price_down_10,388.0,349.2,53,18507.6,5737.36
PI0000607,2024-09-16,Services,LATAM,price_up_10,388.0,426.8,39,16645.2,5160.01
